arch,subarch,arch_dim,max_seq_len,attn_size,throughput,energy_per_token
carat,none,256x8,max_seq_len_128,attn_size_8,78.9205282112845,5.86376603202285e-05
carat,none,256x8,max_seq_len_256,attn_size_1,15.699606520517142,0.00013535417069571797
carat,none,256x8,max_seq_len_256,attn_size_2,30.57427476737821,0.00011407181807821899
carat,none,256x8,max_seq_len_256,attn_size_4,58.09589183567341,0.00010343064176946951
carat,none,256x8,max_seq_len_256,attn_size_8,105.64387706855791,9.811409593189476e-05
carat,none,256x8,max_seq_len_512,attn_size_1,15.453455019556714,0.0002643201191870182
carat,none,256x8,max_seq_len_512,attn_size_2,30.693482952093223,0.00021976564639238826
carat,none,256x8,max_seq_len_512,attn_size_4,60.55070242656449,0.00019748840999507332
carat,none,256x8,max_seq_len_512,attn_size_8,117.88943224202238,0.0001863518129548159
carat,none,256x8,max_seq_len_1024,attn_size_1,15.984101338794698,0.0005242789941503386
carat,none,256x8,max_seq_len_1024,attn_size_2,31.91011167897027,0.0004342713039958985
carat,none,256x8,max_seq_len_1024,attn_size_4,63.58912149673717,0.0003892674589186784
carat,none,256x8,max_seq_len_1024,attn_size_8,126.26380556491775,0.00036676654695926833
carat,none,256x8,max_seq_len_2048,attn_size_1,16.446456993510115,0.0010452102330673397
carat,none,256x8,max_seq_len_2048,attn_size_2,32.877466318353925,0.0008648416196905051
carat,none,256x8,max_seq_len_2048,attn_size_4,65.69322893756782,0.0007746573130020875
carat,none,256x8,max_seq_len_2048,attn_size_8,131.14033660178546,0.0007295656649474788
carat,none,256x8,max_seq_len_4096,attn_size_1,16.73518029705955,0.0020875794553965217
carat,none,256x8,max_seq_len_4096,attn_size_2,33.466356633195986,0.0017267617513235104
carat,none,256x8,max_seq_len_4096,attn_size_4,66.91670316910965,0.0015463528992870044
carat,none,256x8,max_seq_len_4096,attn_size_8,133.7694118819031,0.0014561487259135521
systolic,mac,8x8,max_seq_len_128,attn_size_1,9.66776470588235,7.474484424958349e-05
systolic,mac,8x8,max_seq_len_128,attn_size_2,17.9816192560175,6.799565094002988e-05
systolic,mac,8x8,max_seq_len_128,attn_size_4,31.54548944337811,6.462105463761583e-05
systolic,mac,8x8,max_seq_len_128,attn_size_8,50.10731707317072,6.295003109429997e-05
systolic,mac,8x8,max_seq_len_256,attn_size_1,7.056493178372915,0.00013657660004487925
systolic,mac,8x8,max_seq_len_256,attn_size_2,13.888413724515166,0.00012015495694299396
systolic,mac,8x8,max_seq_len_256,attn_size_4,26.920096385542166,0.000111944135480142
systolic,mac,8x8,max_seq_len_256,attn_size_8,50.23309352517985,0.00010784686221122485
systolic,mac,8x8,max_seq_len_512,attn_size_1,6.537271724476038,0.0002658340539035822
systolic,mac,8x8,max_seq_len_512,attn_size_2,13.023464778415333,0.00023171318818019523
systolic,mac,8x8,max_seq_len_512,attn_size_4,25.84499091459721,0.00021465275541540145
systolic,mac,8x8,max_seq_len_512,attn_size_8,50.60493358633775,0.00020612660782592249
systolic,mac,8x8,max_seq_len_1024,attn_size_1,6.4232145578687465,0.0005269968318897784
systolic,mac,8x8,max_seq_len_1024,attn_size_2,12.83391089862663,0.0004583633323373685
systolic,mac,8x8,max_seq_len_1024,attn_size_4,25.617895024769776,0.00042404658266246794
systolic,mac,8x8,max_seq_len_1024,attn_size_8,50.87551907291162,0.00040689024228314003
systolic,mac,8x8,max_seq_len_2048,attn_size_1,6.4003413203306385,0.001050646322996566
systolic,mac,8x8,max_seq_len_2048,attn_size_2,12.797562591878831,0.0009134304614931007
systolic,mac,8x8,max_seq_len_2048,attn_size_4,25.58265410998008,0.0008448225308448748
systolic,mac,8x8,max_seq_len_2048,attn_size_8,51.03127202041053,0.0008105195828114865
systolic,mac,8x8,max_seq_len_4096,attn_size_1,6.397353451774979,0.002098607272777339
systolic,mac,8x8,max_seq_len_4096,attn_size_2,12.793926725115277,0.0018244481402252583
systolic,mac,8x8,max_seq_len_4096,attn_size_4,25.584733307294286,0.0016873685740538252
systolic,mac,8x8,max_seq_len_4096,attn_size_8,51.11405341210124,0.0016188292996751345
systolic,mac,16x16,max_seq_len_128,attn_size_1,19.706474820143875,6.646546705210357e-05
systolic,mac,16x16,max_seq_len_128,attn_size_2,37.95658198614316,5.9283561066928365e-05
systolic,mac,16x16,max_seq_len_128,attn_size_4,70.68903225806449,5.569260793629104e-05
systolic,mac,16x16,max_seq_len_128,attn_size_8,124.2737240075614,5.391269130697238e-05
systolic,mac,16x16,max_seq_len_256,attn_size_1,14.056165072974332,0.0001224026138935278
systolic,mac,16x16,max_seq_len_256,attn_size_2,27.88776834747878,0.0001052621465873357
systolic,mac,16x16,max_seq_len_256,attn_size_4,54.89847665847665,9.669191286521482e-05
systolic,mac,16x16,max_seq_len_256,attn_size_8,106.44916626965221,9.241457611020407e-05
systolic,mac,16x16,max_seq_len_512,attn_size_1,13.010757409440174,0.00023866264272299673
systolic,mac,16x16,max_seq_len_512,attn_size_2,25.970833840535597,0.00020318016763314704
systolic,mac,16x16,max_seq_len_512,attn_size_4,51.74012368133866,0.0001854389300191973
systolic,mac,16x16,max_seq_len_512,attn_size_8,102.68338346769339,0.0001765722013342722
systolic,mac,16x16,max_seq_len_1024,attn_size_1,12.805833915712071,0.0004729083953169056
systolic,mac,16x16,max_seq_len_1024,attn_size_2,25.59922252254988,0.0004017492536516815
systolic,mac,16x16,max_seq_len_1024,attn_size_4,51.14873630874723,0.00036616968275004455
systolic,mac,16x16,max_seq_len_1024,attn_size_8,102.09921569814978,0.00034838184242927584
systolic,mac,16x16,max_seq_len_2048,attn_size_1,12.77809669396971,0.0009422627479722088
systolic,mac,16x16,max_seq_len_2048,attn_size_2,25.553083960061674,0.0008002539476522064
systolic,mac,16x16,max_seq_len_2048,attn_size_4,51.09373474740549,0.0007292495474231801
systolic,mac,16x16,max_seq_len_2048,attn_size_8,102.13777308338182,0.0006937483199427169
systolic,mac,16x16,max_seq_len_4096,attn_size_1,12.782819511582138,0.001881402877016558
systolic,mac,16x16,max_seq_len_4096,attn_size_2,25.564860269998018,0.001597946596634984
systolic,mac,16x16,max_seq_len_4096,attn_size_4,51.126605811972205,0.0014562184563751723
systolic,mac,16x16,max_seq_len_4096,attn_size_8,102.24075498849332,0.0013853548726313156
systolic,figna,8x8,max_seq_len_128,attn_size_1,9.66776470588235,7.738563335774305e-05
systolic,figna,8x8,max_seq_len_128,attn_size_2,17.9816192560175,7.064686980081097e-05
systolic,figna,8x8,max_seq_len_128,attn_size_4,31.54548944337811,6.727748836023073e-05
systolic,figna,8x8,max_seq_len_128,attn_size_8,50.10731707317072,6.560907225217484e-05
systolic,figna,8x8,max_seq_len_256,attn_size_1,7.056493178372915,0.00014106186280273412
systolic,figna,8x8,max_seq_len_256,attn_size_2,13.888413724515166,0.00012466052596149264
systolic,figna,8x8,max_seq_len_256,attn_size_4,26.920096385542166,0.00011645985762534332
systolic,figna,8x8,max_seq_len_256,attn_size_8,50.23309352517985,0.00011236766091543438
systolic,figna,8x8,max_seq_len_512,attn_size_1,6.537271724476038,0.00027439839391679764
systolic,figna,8x8,max_seq_len_512,attn_size_2,13.023464778415333,0.00024031772852427244
systolic,figna,8x8,max_seq_len_512,attn_size_4,25.84499091459721,0.00022327739592092842
systolic,figna,8x8,max_seq_len_512,attn_size_8,50.60493358633775,0.0002147612984074693
systolic,figna,8x8,max_seq_len_1024,attn_size_1,6.4232145578687465,0.0005439195659395191
systolic,figna,8x8,max_seq_len_1024,attn_size_2,12.83391089862663,0.00047536353811665114
systolic,figna,8x8,max_seq_len_1024,attn_size_4,25.617895024769776,0.0004410855243023593
systolic,figna,8x8,max_seq_len_1024,attn_size_8,50.87551907291162,0.00042394855184844986
systolic,figna,8x8,max_seq_len_2048,attn_size_1,6.4003413203306385,0.001084385964882259
systolic,figna,8x8,max_seq_len_2048,attn_size_2,12.797562591878831,0.000947320859534818
systolic,figna,8x8,max_seq_len_2048,attn_size_4,25.58265410998008,0.0008787883069603517
systolic,figna,8x8,max_seq_len_2048,attn_size_8,51.03127202041053,0.0008445230479588667
systolic,figna,8x8,max_seq_len_4096,attn_size_1,6.397353451774979,0.002166030790216387
systolic,figna,8x8,max_seq_len_4096,attn_size_2,12.793926725115277,0.0018921683534878567
systolic,figna,8x8,max_seq_len_4096,attn_size_4,25.584733307294286,0.001755237135223901
systolic,figna,8x8,max_seq_len_4096,attn_size_8,51.11405341210124,0.0016867720347939273
systolic,figna,16x16,max_seq_len_128,attn_size_1,19.706474820143875,6.775435949923804e-05
systolic,figna,16x16,max_seq_len_128,attn_size_2,37.95658198614316,6.059285021377809e-05
systolic,figna,16x16,max_seq_len_128,attn_size_4,70.68903225806449,5.701209543589379e-05
systolic,figna,16x16,max_seq_len_128,attn_size_8,124.2737240075614,5.5237277982951646e-05
systolic,figna,16x16,max_seq_len_256,attn_size_1,14.056165072974332,0.0001245847133824468
systolic,figna,16x16,max_seq_len_256,attn_size_2,27.88776834747878,0.00010748438058540652
systolic,figna,16x16,max_seq_len_256,attn_size_4,54.89847665847665,9.893421411930922e-05
systolic,figna,16x16,max_seq_len_256,attn_size_8,106.44916626965221,9.466691098941488e-05
systolic,figna,16x16,max_seq_len_512,attn_size_1,13.010757409440174,0.0002428254631935158
systolic,figna,16x16,max_seq_len_512,attn_size_2,25.970833840535597,0.00020742262078680832
systolic,figna,16x16,max_seq_len_512,attn_size_4,51.74012368133866,0.00018972119951587738
systolic,figna,16x16,max_seq_len_512,attn_size_8,102.68338346769339,0.00018087437899956627
systolic,figna,16x16,max_seq_len_1024,attn_size_1,12.805833915712071,0.0004811390308919335
systolic,figna,16x16,max_seq_len_1024,attn_size_2,25.59922252254988,0.00041013391972398916
systolic,figna,16x16,max_seq_len_1024,attn_size_4,51.14873630874723,0.00037463136407243984
systolic,figna,16x16,max_seq_len_1024,attn_size_8,102.09921569814978,0.00035688203137381955
systolic,figna,16x16,max_seq_len_2048,attn_size_1,12.77809669396971,0.0009586822003269087
systolic,figna,16x16,max_seq_len_2048,attn_size_2,25.553083960061674,0.0008169739268655397
systolic,figna,16x16,max_seq_len_2048,attn_size_4,51.09373474740549,0.0007461197900672778
systolic,figna,16x16,max_seq_len_2048,attn_size_8,102.13777308338182,0.0007106936942993015
systolic,figna,16x16,max_seq_len_4096,attn_size_1,12.782819511582138,0.0019142265562159294
systolic,figna,16x16,max_seq_len_4096,attn_size_2,25.564860269998018,0.0016313626457822351
systolic,figna,16x16,max_seq_len_4096,attn_size_4,51.126605811972205,0.001489930690497811
systolic,figna,16x16,max_seq_len_4096,attn_size_8,102.24075498849332,0.001419215199238753
simd,mac,8x8,max_seq_len_128,attn_size_1,9.66776470588235,7.144369235360908e-05
simd,mac,8x8,max_seq_len_128,attn_size_2,17.9816192560175,6.469449904405548e-05
simd,mac,8x8,max_seq_len_128,attn_size_4,31.54548944337811,6.131990274164144e-05
simd,mac,8x8,max_seq_len_128,attn_size_8,50.10731707317072,5.9648879198325575e-05
simd,mac,8x8,max_seq_len_256,attn_size_1,7.056493178372915,0.00013096351078349688
simd,mac,8x8,max_seq_len_256,attn_size_2,13.888413724515166,0.00011454186768161155
simd,mac,8x8,max_seq_len_256,attn_size_4,26.920096385542166,0.0001063310462187596
simd,mac,8x8,max_seq_len_256,attn_size_8,50.23309352517985,0.00010223377294984243
simd,mac,8x8,max_seq_len_512,attn_size_1,6.537271724476038,0.00025511278275551535
simd,mac,8x8,max_seq_len_512,attn_size_2,13.023464778415333,0.00022099191703212837
simd,mac,8x8,max_seq_len_512,attn_size_4,25.84499091459721,0.00020393148426733462
simd,mac,8x8,max_seq_len_512,attn_size_8,50.60493358633775,0.00019540533667785568
simd,mac,8x8,max_seq_len_1024,attn_size_1,6.4232145578687465,0.0005058158999703247
simd,mac,8x8,max_seq_len_1024,attn_size_2,12.83391089862663,0.0004371824004179148
simd,mac,8x8,max_seq_len_1024,attn_size_4,25.617895024769776,0.00040286565074301413
simd,mac,8x8,max_seq_len_1024,attn_size_8,50.87551907291162,0.0003857093103636862
simd,mac,8x8,max_seq_len_2048,attn_size_1,6.4003413203306385,0.0010084244210353294
simd,mac,8x8,max_seq_len_2048,attn_size_2,12.797562591878831,0.0008712085595318638
simd,mac,8x8,max_seq_len_2048,attn_size_4,25.58265410998008,0.0008026006288836379
simd,mac,8x8,max_seq_len_2048,attn_size_8,51.03127202041053,0.0007682976808502495
simd,mac,8x8,max_seq_len_4096,attn_size_1,6.397353451774979,0.0020142426064830316
simd,mac,8x8,max_seq_len_4096,attn_size_2,12.793926725115277,0.0017400834739309508
simd,mac,8x8,max_seq_len_4096,attn_size_4,25.584733307294286,0.001603003907759518
simd,mac,8x8,max_seq_len_4096,attn_size_8,51.11405341210124,0.001534464633380827
simd,mac,16x16,max_seq_len_128,attn_size_1,19.706474820143875,6.408825978899317e-05
simd,mac,16x16,max_seq_len_128,attn_size_2,37.95658198614316,5.6906353803817956e-05
simd,mac,16x16,max_seq_len_128,attn_size_4,70.68903225806449,5.3315400673180635e-05
simd,mac,16x16,max_seq_len_128,attn_size_8,124.2737240075614,5.153548404386198e-05
simd,mac,16x16,max_seq_len_256,attn_size_1,14.056165072974332,0.0001183591235364622
simd,mac,16x16,max_seq_len_256,attn_size_2,27.88776834747878,0.00010121865623027011
simd,mac,16x16,max_seq_len_256,attn_size_4,54.89847665847665,9.264842250814922e-05
simd,mac,16x16,max_seq_len_256,attn_size_8,106.44916626965221,8.837108575313846e-05
simd,mac,16x16,max_seq_len_512,attn_size_1,13.010757409440174,0.00023093855602700675
simd,mac,16x16,max_seq_len_512,attn_size_2,25.970833840535597,0.00019545608093715704
simd,mac,16x16,max_seq_len_512,attn_size_4,51.74012368133866,0.00017771484332320731
simd,mac,16x16,max_seq_len_512,attn_size_8,102.68338346769339,0.0001688481146382822
simd,mac,16x16,max_seq_len_1024,attn_size_1,12.805833915712071,0.0004576477519471588
simd,mac,16x16,max_seq_len_1024,attn_size_2,25.59922252254988,0.0003864886102819348
simd,mac,16x16,max_seq_len_1024,attn_size_4,51.14873630874723,0.0003509090393802979
simd,mac,16x16,max_seq_len_1024,attn_size_8,102.09921569814978,0.00033312119905952925
simd,mac,16x16,max_seq_len_2048,attn_size_1,12.77809669396971,0.0009118413092569949
simd,mac,16x16,max_seq_len_2048,attn_size_2,25.553083960061674,0.0007698325089369926
simd,mac,16x16,max_seq_len_2048,attn_size_4,51.09373474740549,0.0006988281087079663
simd,mac,16x16,max_seq_len_2048,attn_size_8,102.13777308338182,0.0006633268812275032
simd,mac,16x16,max_seq_len_4096,attn_size_1,12.782819511582138,0.0018206160066114336
simd,mac,16x16,max_seq_len_4096,attn_size_2,25.564860269998018,0.0015371597262298592
simd,mac,16x16,max_seq_len_4096,attn_size_4,51.126605811972205,0.0013954315859700474
simd,mac,16x16,max_seq_len_4096,attn_size_8,102.24075498849332,0.0013245680022261912
simd,figna,8x8,max_seq_len_128,attn_size_1,9.66776470588235,7.408448146176865e-05
simd,figna,8x8,max_seq_len_128,attn_size_2,17.9816192560175,6.734571790483657e-05
simd,figna,8x8,max_seq_len_128,attn_size_4,31.54548944337811,6.397633646425632e-05
simd,figna,8x8,max_seq_len_128,attn_size_8,50.10731707317072,6.230792035620044e-05
simd,figna,8x8,max_seq_len_256,attn_size_1,7.056493178372915,0.00013544877354135175
simd,figna,8x8,max_seq_len_256,attn_size_2,13.888413724515166,0.00011904743670011022
simd,figna,8x8,max_seq_len_256,attn_size_4,26.920096385542166,0.00011084676836396092
simd,figna,8x8,max_seq_len_256,attn_size_8,50.23309352517985,0.00010675457165405199
simd,figna,8x8,max_seq_len_512,attn_size_1,6.537271724476038,0.00026367712276873087
simd,figna,8x8,max_seq_len_512,attn_size_2,13.023464778415333,0.00022959645737620558
simd,figna,8x8,max_seq_len_512,attn_size_4,25.84499091459721,0.0002125561247728616
simd,figna,8x8,max_seq_len_512,attn_size_8,50.60493358633775,0.0002040400272594025
simd,figna,8x8,max_seq_len_1024,attn_size_1,6.4232145578687465,0.0005227386340200652
simd,figna,8x8,max_seq_len_1024,attn_size_2,12.83391089862663,0.0004541826061971973
simd,figna,8x8,max_seq_len_1024,attn_size_4,25.617895024769776,0.0004199045923829056
simd,figna,8x8,max_seq_len_1024,attn_size_8,50.87551907291162,0.0004027676199289961
simd,figna,8x8,max_seq_len_2048,attn_size_1,6.4003413203306385,0.001042164062921022
simd,figna,8x8,max_seq_len_2048,attn_size_2,12.797562591878831,0.000905098957573581
simd,figna,8x8,max_seq_len_2048,attn_size_4,25.58265410998008,0.0008365664049991147
simd,figna,8x8,max_seq_len_2048,attn_size_8,51.03127202041053,0.0008023011459976297
simd,figna,8x8,max_seq_len_4096,attn_size_1,6.397353451774979,0.0020816661239220794
simd,figna,8x8,max_seq_len_4096,attn_size_2,12.793926725115277,0.0018078036871935492
simd,figna,8x8,max_seq_len_4096,attn_size_4,25.584733307294286,0.0016708724689295936
simd,figna,8x8,max_seq_len_4096,attn_size_8,51.11405341210124,0.0016024073684996198
simd,figna,16x16,max_seq_len_128,attn_size_1,19.706474820143875,6.537715223612764e-05
simd,figna,16x16,max_seq_len_128,attn_size_2,37.95658198614316,5.821564295066768e-05
simd,figna,16x16,max_seq_len_128,attn_size_4,70.68903225806449,5.4634888172783386e-05
simd,figna,16x16,max_seq_len_128,attn_size_8,124.2737240075614,5.2860070719841243e-05
simd,figna,16x16,max_seq_len_256,attn_size_1,14.056165072974332,0.00012054122302538119
simd,figna,16x16,max_seq_len_256,attn_size_2,27.88776834747878,0.00010344089022834093
simd,figna,16x16,max_seq_len_256,attn_size_4,54.89847665847665,9.489072376224363e-05
simd,figna,16x16,max_seq_len_256,attn_size_8,106.44916626965221,9.062342063234927e-05
simd,figna,16x16,max_seq_len_512,attn_size_1,13.010757409440174,0.00023510137649752582
simd,figna,16x16,max_seq_len_512,attn_size_2,25.970833840535597,0.0001996985340908183
simd,figna,16x16,max_seq_len_512,attn_size_4,51.74012368133866,0.00018199711281988737
simd,figna,16x16,max_seq_len_512,attn_size_8,102.68338346769339,0.0001731502923035763
simd,figna,16x16,max_seq_len_1024,attn_size_1,12.805833915712071,0.00046587838752218684
simd,figna,16x16,max_seq_len_1024,attn_size_2,25.59922252254988,0.00039487327635424256
simd,figna,16x16,max_seq_len_1024,attn_size_4,51.14873630874723,0.0003593707207026933
simd,figna,16x16,max_seq_len_1024,attn_size_8,102.09921569814978,0.000341621388004073
simd,figna,16x16,max_seq_len_2048,attn_size_1,12.77809669396971,0.0009282607616116949
simd,figna,16x16,max_seq_len_2048,attn_size_2,25.553083960061674,0.000786552488150326
simd,figna,16x16,max_seq_len_2048,attn_size_4,51.09373474740549,0.000715698351352064
simd,figna,16x16,max_seq_len_2048,attn_size_8,102.13777308338182,0.0006802722555840876
simd,figna,16x16,max_seq_len_4096,attn_size_1,12.782819511582138,0.0018534396858108045
simd,figna,16x16,max_seq_len_4096,attn_size_2,25.564860269998018,0.0015705757753771104
simd,figna,16x16,max_seq_len_4096,attn_size_4,51.126605811972205,0.001429143820092686
simd,figna,16x16,max_seq_len_4096,attn_size_8,102.24075498849332,0.001358428328833628
