arch,subarch,arch_dim,max_seq_len,batch_size,throughput,energy_per_token
carat,none,64x8,max_seq_len_256,batch_size_1,6.499162668114565,0.6348161353497784
carat,none,64x8,max_seq_len_256,batch_size_2,12.966321009447835,0.9254500570109965
carat,none,64x8,max_seq_len_256,batch_size_4,25.805522891225156,1.5067178775839718
carat,none,64x8,max_seq_len_256,batch_size_8,51.10998723078925,2.6692903593492194
carat,none,64x8,max_seq_len_256,batch_size_16,51.10998723078925,5.1894458009078726
carat,none,64x8,max_seq_len_256,batch_size_32,51.10998723078925,10.229756683054742
carat,none,64x8,max_seq_len_512,batch_size_1,6.4995161647884245,0.31764784980419386
carat,none,64x8,max_seq_len_512,batch_size_2,12.957273851778885,0.46320457977608537
carat,none,64x8,max_seq_len_512,batch_size_4,25.74894573235962,0.7543180055952996
carat,none,64x8,max_seq_len_512,batch_size_8,50.84811362211324,1.336563262079626
carat,none,64x8,max_seq_len_512,batch_size_16,50.84811362211326,2.5985590374025747
carat,none,64x8,max_seq_len_512,batch_size_32,50.84811362211324,5.12255058634696
carat,none,64x8,max_seq_len_1024,batch_size_1,6.501304071521362,0.15930181697285895
carat,none,64x8,max_seq_len_1024,batch_size_2,12.922902578195508,0.23255796630574274
carat,none,64x8,max_seq_len_1024,batch_size_4,25.532216408069193,0.3790701607503286
carat,none,64x8,max_seq_len_1024,batch_size_8,49.855658165337786,0.6721036755333777
carat,none,64x8,max_seq_len_1024,batch_size_16,49.855658165337736,1.3069234691372948
carat,none,64x8,max_seq_len_1024,batch_size_32,49.855658165337786,2.576563049480331
carat,none,64x8,max_seq_len_2048,batch_size_1,6.509090894218581,0.08060435944615178
carat,none,64x8,max_seq_len_2048,batch_size_2,12.792649623912393,0.11818511101125094
carat,none,64x8,max_seq_len_2048,batch_size_4,24.727667343467516,0.19334603143393708
carat,none,64x8,max_seq_len_2048,batch_size_8,46.358894132112724,0.34367194336946133
carat,none,64x8,max_seq_len_2048,batch_size_16,46.358894132112724,0.6687010432279871
carat,none,64x8,max_seq_len_2048,batch_size_32,46.358894132112724,1.3187592012133478
carat,none,64x8,max_seq_len_4096,batch_size_1,6.539784370287069,0.04220178770407893
carat,none,64x8,max_seq_len_4096,batch_size_2,12.335181339576355,0.06288638440671511
carat,none,64x8,max_seq_len_4096,batch_size_4,22.157247629348475,0.10425193036309623
carat,none,64x8,max_seq_len_4096,batch_size_8,36.87571266243938,0.18698203121231985
carat,none,64x8,max_seq_len_4096,batch_size_16,36.87571266243938,0.3646368039965355
carat,none,64x8,max_seq_len_4096,batch_size_32,36.87571266243938,0.7199461013374981
carat,none,256x8,max_seq_len_128,batch_size_1,25.994806667446415,1.59080613311169
carat,none,256x8,max_seq_len_128,batch_size_2,51.86872313124278,2.3913996028492766
carat,none,256x8,max_seq_len_128,batch_size_4,103.25724153021609,3.9925866223170257
carat,none,256x8,max_seq_len_128,batch_size_8,204.6195137579013,7.195033925915237
carat,none,256x8,max_seq_len_128,batch_size_16,204.6197419085068,14.093520692387308
carat,none,256x8,max_seq_len_128,batch_size_32,204.61985634034372,27.89049422477349
carat,none,256x8,max_seq_len_256,batch_size_1,25.99174174770971,0.7955531506104034
carat,none,256x8,max_seq_len_256,batch_size_2,51.84722030251506,1.1959998024564917
carat,none,256x8,max_seq_len_256,batch_size_4,103.15364916756474,1.9968933492229775
carat,none,256x8,max_seq_len_256,batch_size_8,204.17470612798138,3.5987170659134566
carat,none,256x8,max_seq_len_256,batch_size_16,204.1758410539763,7.04916056201103
carat,none,256x8,max_seq_len_256,batch_size_32,204.17640958980834,13.950047553719477
carat,none,256x8,max_seq_len_512,batch_size_1,25.979507628873847,0.3980760796921802
carat,none,256x8,max_seq_len_512,batch_size_2,51.76154468094632,0.5985984937467094
carat,none,256x8,max_seq_len_512,batch_size_4,102.74221567501054,0.9996438682973053
carat,none,256x8,max_seq_len_512,batch_size_8,202.41892653294963,1.8017529107849628
carat,none,256x8,max_seq_len_512,batch_size_16,202.42360295618482,3.5293690311100017
carat,none,256x8,max_seq_len_512,batch_size_32,202.425943764506,6.984601270817174
carat,none,256x8,max_seq_len_1024,batch_size_1,25.937061670776764,0.19963497982141734
carat,none,256x8,max_seq_len_1024,batch_size_2,51.44757112449839,0.30049214376971967
carat,none,256x8,max_seq_len_1024,batch_size_4,101.23148113985829,0.5022075730116998
carat,none,256x8,max_seq_len_1024,batch_size_8,196.08247181874734,0.9056475064881659
carat,none,256x8,max_seq_len_1024,batch_size_16,196.1001213312872,1.7742265199833842
carat,none,256x8,max_seq_len_1024,batch_size_32,196.1089533348874,3.5113845428862795
carat,none,256x8,max_seq_len_2048,batch_size_1,25.783742684137255,0.10100847802374123
carat,none,256x8,max_seq_len_2048,batch_size_2,50.29766965602546,0.1526254063579371
carat,none,256x8,max_seq_len_2048,batch_size_4,95.88721002385948,0.2558611437775936
carat,none,256x8,max_seq_len_2048,batch_size_8,175.2884353439355,0.462336714775099
carat,none,256x8,max_seq_len_2048,batch_size_16,175.34369679842152,0.9061384385822495
carat,none,256x8,max_seq_len_2048,batch_size_32,175.37136151008156,1.7937418605516622
carat,none,256x8,max_seq_len_4096,batch_size_1,25.25065275909929,0.052877145977904556
carat,none,256x8,max_seq_len_4096,batch_size_2,46.518150859988815,0.0810489338904312
carat,none,256x8,max_seq_len_4096,batch_size_4,80.45285822001547,0.13739388946349698
carat,none,256x8,max_seq_len_4096,batch_size_8,126.64531020302603,0.25008311356471224
carat,none,256x8,max_seq_len_4096,batch_size_16,126.75179931263246,0.490893738349622
carat,none,256x8,max_seq_len_4096,batch_size_32,126.80518600999443,0.9725148314834563
systolic,mac,8x8,max_seq_len_128,batch_size_1,6.478961381130097,1.6685392310406817
systolic,mac,8x8,max_seq_len_128,batch_size_2,12.906747882529393,2.7223996846890235
systolic,mac,8x8,max_seq_len_128,batch_size_4,25.611220939261788,4.830120586771744
systolic,mac,8x8,max_seq_len_128,batch_size_8,50.43220855878476,9.045710821310216
systolic,mac,8x8,max_seq_len_128,batch_size_16,50.43220855878476,17.49074437531927
systolic,mac,8x8,max_seq_len_128,batch_size_32,50.43220855878476,34.38081148202559
systolic,mac,8x8,max_seq_len_256,batch_size_1,6.478782287042244,0.8344252634128939
systolic,mac,8x8,max_seq_len_256,batch_size_2,12.903678660182447,1.3615111331094887
systolic,mac,8x8,max_seq_len_256,batch_size_4,25.594504438887615,2.415682867955981
systolic,mac,8x8,max_seq_len_256,batch_size_8,50.35850167970381,4.524100551367466
systolic,mac,8x8,max_seq_len_256,batch_size_16,50.35850167970381,8.747862459977672
systolic,mac,8x8,max_seq_len_256,batch_size_32,50.35850167970381,17.1953862760686
systolic,mac,8x8,max_seq_len_512,batch_size_1,6.478088668301106,0.41752218770606253
systolic,mac,8x8,max_seq_len_512,batch_size_2,12.891528618073734,0.6813746615377734
systolic,mac,8x8,max_seq_len_512,batch_size_4,25.52834722991809,1.2090796004214484
systolic,mac,8x8,max_seq_len_512,batch_size_8,50.06785231290013,2.2645265801691763
systolic,mac,8x8,max_seq_len_512,batch_size_16,50.06785231290013,4.378883808297375
systolic,mac,8x8,max_seq_len_512,batch_size_32,50.06785231290013,8.607598262382169
systolic,mac,8x8,max_seq_len_1024,batch_size_1,6.4753706623653375,0.20937799251880732
systolic,mac,8x8,max_seq_len_1024,batch_size_2,12.843559573906266,0.34192103928687967
systolic,mac,8x8,max_seq_len_1024,batch_size_4,25.269128844034814,0.6070070946887822
systolic,mac,8x8,max_seq_len_1024,batch_size_8,48.94723137405479,1.1371977314921593
systolic,mac,8x8,max_seq_len_1024,batch_size_16,48.94723137405479,2.1993106277418915
systolic,mac,8x8,max_seq_len_1024,batch_size_32,48.94723137405479,4.323536410858119
systolic,mac,8x8,max_seq_len_2048,batch_size_1,6.464781640932104,0.1059197419537871
systolic,mac,8x8,max_seq_len_2048,batch_size_2,12.6587151224201,0.17342141013451692
systolic,mac,8x8,max_seq_len_2048,batch_size_4,24.30176533262715,0.3084245027594986
systolic,mac,8x8,max_seq_len_2048,batch_size_8,45.00784147167372,0.5784397863282191
systolic,mac,8x8,max_seq_len_2048,batch_size_16,45.00784147167372,1.119336088167272
systolic,mac,8x8,max_seq_len_2048,batch_size_32,45.00784147167372,2.20112863253317
systolic,mac,8x8,max_seq_len_4096,batch_size_1,6.4254746774404445,0.05541201265296092
systolic,mac,8x8,max_seq_len_4096,batch_size_2,12.011744258892904,0.09161079933892075
systolic,mac,8x8,max_seq_len_4096,batch_size_4,21.26665559428837,0.16400677568749425
systolic,mac,8x8,max_seq_len_4096,batch_size_8,34.66107304789373,0.30880221911486655
systolic,mac,8x8,max_seq_len_4096,batch_size_16,34.66107304789373,0.5988254959099303
systolic,mac,8x8,max_seq_len_4096,batch_size_32,34.66107304789373,1.1788716750629793
systolic,mac,16x16,max_seq_len_128,batch_size_1,12.967648807107247,1.444874104764823
systolic,mac,16x16,max_seq_len_128,batch_size_2,25.8581912178266,2.2597744136307307
systolic,mac,16x16,max_seq_len_128,batch_size_4,51.41067018756482,3.88957514005637
systolic,mac,16x16,max_seq_len_128,batch_size_8,101.62020233664202,7.14931853344167
systolic,mac,16x16,max_seq_len_128,batch_size_16,198.60242896104856,13.668805316264775
systolic,mac,16x16,max_seq_len_128,batch_size_32,198.60242896104856,26.763187730808248
systolic,mac,16x16,max_seq_len_256,batch_size_1,12.967185539408026,0.7225752778966903
systolic,mac,16x16,max_seq_len_256,batch_size_2,25.851827805881094,1.1301634205403468
systolic,mac,16x16,max_seq_len_256,batch_size_4,51.37637471313816,1.9453399893020358
systolic,mac,16x16,max_seq_len_256,batch_size_8,101.46853614550899,3.5757640948345655
systolic,mac,16x16,max_seq_len_256,batch_size_16,197.99075971968358,6.836612302446446
systolic,mac,16x16,max_seq_len_256,batch_size_32,197.99075971968358,13.386013142432418
systolic,mac,16x16,max_seq_len_512,batch_size_1,12.965427031454889,0.36156228977326144
systolic,mac,16x16,max_seq_len_512,batch_size_2,25.826822926578878,0.5656305294195644
systolic,mac,16x16,max_seq_len_512,batch_size_4,51.24139271235391,0.9737676048486615
systolic,mac,16x16,max_seq_len_512,batch_size_8,100.873423173106,1.7900772321662313
systolic,mac,16x16,max_seq_len_512,batch_size_16,195.60905787022418,3.42269648012878
systolic,mac,16x16,max_seq_len_512,batch_size_32,195.60905787022418,6.7017871894822605
systolic,mac,16x16,max_seq_len_1024,batch_size_1,12.958609841702547,0.18132726909596797
systolic,mac,16x16,max_seq_len_1024,batch_size_2,25.728476622161775,0.28390648737207363
systolic,mac,16x16,max_seq_len_1024,batch_size_4,50.71402651322771,0.48906610104900483
systolic,mac,16x16,max_seq_len_1024,batch_size_8,98.58531724324335,0.8994030279131511
systolic,mac,16x16,max_seq_len_1024,batch_size_16,186.7303389897878,1.7200768528185357
systolic,mac,16x16,max_seq_len_1024,batch_size_32,186.7303389897878,3.36835061481475
systolic,mac,16x16,max_seq_len_2048,batch_size_1,12.932202764724332,0.09175194980908581
systolic,mac,16x16,max_seq_len_2048,batch_size_2,25.35026525320806,0.14412735425612672
systolic,mac,16x16,max_seq_len_2048,batch_size_4,48.7493646640305,0.24888028650311006
systolic,mac,16x16,max_seq_len_2048,batch_size_8,90.5601510403042,0.45839474663558827
systolic,mac,16x16,max_seq_len_2048,batch_size_16,158.696793944817,0.8774234855689454
systolic,mac,16x16,max_seq_len_2048,batch_size_32,158.696793944817,1.718944057670219
systolic,mac,16x16,max_seq_len_4096,batch_size_1,12.834527495300879,0.048043003721503864
systolic,mac,16x16,max_seq_len_4096,batch_size_2,24.02812342998413,0.07638941557518457
systolic,mac,16x16,max_seq_len_4096,batch_size_4,42.59510610505013,0.133084926455113
systolic,mac,16x16,max_seq_len_4096,batch_size_8,69.55109538203628,0.24647863931256267
systolic,mac,16x16,max_seq_len_4096,batch_size_16,102.07280787510119,0.47326493600767194
systolic,mac,16x16,max_seq_len_4096,batch_size_32,102.07280787510119,0.92856937096522
systolic,figna,8x8,max_seq_len_128,batch_size_1,6.478961381130097,1.786919810124872
systolic,figna,8x8,max_seq_len_128,batch_size_2,12.906747882529393,2.959162593105652
systolic,figna,8x8,max_seq_len_128,batch_size_4,25.611220939261788,5.303648154587926
systolic,figna,8x8,max_seq_len_128,batch_size_8,50.43220855878476,9.992767708582639
systolic,figna,8x8,max_seq_len_128,batch_size_16,50.43220855878476,19.384858152410228
systolic,figna,8x8,max_seq_len_128,batch_size_32,50.43220855878476,38.16903903900313
systolic,figna,8x8,max_seq_len_256,batch_size_1,6.478782287042244,0.8936260204160357
systolic,figna,8x8,max_seq_len_256,batch_size_2,12.903678660182447,1.479913522426724
systolic,figna,8x8,max_seq_len_256,batch_size_4,25.594504438887615,2.652488522506757
systolic,figna,8x8,max_seq_len_256,batch_size_8,50.35850167970381,4.99771273692915
systolic,figna,8x8,max_seq_len_256,batch_size_16,50.35850167970381,9.695086833143579
systolic,figna,8x8,max_seq_len_256,batch_size_32,50.35850167970381,19.089835024651645
systolic,figna,8x8,max_seq_len_512,batch_size_1,6.478088668301106,0.44714347295073714
systolic,figna,8x8,max_seq_len_512,batch_size_2,12.891528618073734,0.7406176701975403
systolic,figna,8x8,max_seq_len_512,batch_size_4,25.52834722991809,1.3275660569735057
systolic,figna,8x8,max_seq_len_512,batch_size_8,50.06785231290013,2.5014999334695287
systolic,figna,8x8,max_seq_len_512,batch_size_16,50.06785231290013,4.852830518305897
systolic,figna,8x8,max_seq_len_512,batch_size_32,50.06785231290013,9.555491686183306
systolic,figna,8x8,max_seq_len_1024,batch_size_1,6.4753706623653375,0.22423041359505258
systolic,figna,8x8,max_seq_len_1024,batch_size_2,12.843559573906266,0.3716261026709956
systolic,figna,8x8,max_seq_len_1024,batch_size_4,25.269128844034814,0.6664174469702664
systolic,figna,8x8,max_seq_len_1024,batch_size_8,48.94723137405479,1.2560186654867371
systolic,figna,8x8,max_seq_len_1024,batch_size_16,48.94723137405479,2.436952508876828
systolic,figna,8x8,max_seq_len_1024,batch_size_32,48.94723137405479,4.79882018782076
systolic,figna,8x8,max_seq_len_2048,batch_size_1,6.464781640932104,0.11342942003145337
systolic,figna,8x8,max_seq_len_2048,batch_size_2,12.6587151224201,0.18844088964573721
systolic,figna,8x8,max_seq_len_2048,batch_size_4,24.30176533262715,0.33846361156081917
systolic,figna,8x8,max_seq_len_2048,batch_size_8,45.00784147167372,0.6385181778380266
systolic,figna,8x8,max_seq_len_2048,batch_size_16,45.00784147167372,1.2394929505479806
systolic,figna,8x8,max_seq_len_2048,batch_size_32,45.00784147167372,2.441442446165853
systolic,figna,8x8,max_seq_len_4096,batch_size_1,6.4254746774404445,0.05933328755108333
systolic,figna,8x8,max_seq_len_4096,batch_size_2,12.011744258892898,0.0994534918357295
systolic,figna,8x8,max_seq_len_4096,batch_size_4,21.26665559428839,0.17969247146587802
systolic,figna,8x8,max_seq_len_4096,batch_size_8,34.66107304789373,0.3401740712587665
systolic,figna,8x8,max_seq_len_4096,batch_size_16,34.66107304789373,0.6615696963986875
systolic,figna,8x8,max_seq_len_4096,batch_size_32,34.66107304789373,1.3043606299448585
systolic,figna,16x16,max_seq_len_128,batch_size_1,12.967648807107247,1.5040617681068182
systolic,figna,16x16,max_seq_len_128,batch_size_2,25.8581912178266,2.3781532398143534
systolic,figna,16x16,max_seq_len_128,batch_size_4,51.41067018756482,4.126336292594252
systolic,figna,16x16,max_seq_len_128,batch_size_8,101.62020233664202,7.622844339368069
systolic,figna,16x16,max_seq_len_128,batch_size_16,198.60242896104856,14.615860429469517
systolic,figna,16x16,max_seq_len_128,batch_size_32,198.60242896104856,28.65729795968307
systolic,figna,16x16,max_seq_len_256,batch_size_1,12.967185539408026,0.7521743429162651
systolic,figna,16x16,max_seq_len_256,batch_size_2,25.851827805881094,1.1893633004722164
systolic,figna,16x16,max_seq_len_256,batch_size_4,51.37637471313816,2.063741499617084
systolic,figna,16x16,max_seq_len_256,batch_size_8,101.46853614550899,3.8125688664856217
systolic,figna,16x16,max_seq_len_256,batch_size_16,197.99075971968358,7.3102235971925715
systolic,figna,16x16,max_seq_len_256,batch_size_32,197.99075971968358,14.333235733952662
systolic,figna,16x16,max_seq_len_512,batch_size_1,12.965427031454889,0.3763722748961276
systolic,figna,16x16,max_seq_len_512,batch_size_2,25.826822926578878,0.5952513750204571
systolic,figna,16x16,max_seq_len_512,batch_size_4,51.24139271235391,1.0330101724018328
systolic,figna,16x16,max_seq_len_512,batch_size_8,100.873423173106,1.9085632446525491
systolic,figna,16x16,max_seq_len_512,batch_size_16,195.60905787022418,3.6596693832541414
systolic,figna,16x16,max_seq_len_512,batch_size_32,195.60905787022418,7.175732999273189
systolic,figna,16x16,max_seq_len_1024,batch_size_1,12.958609841702547,0.18875314943826782
systolic,figna,16x16,max_seq_len_1024,batch_size_2,25.728476622161775,0.2987586875095821
systolic,figna,16x16,max_seq_len_1024,batch_size_4,50.71402651322771,0.5187709448247382
systolic,figna,16x16,max_seq_len_1024,batch_size_8,98.58531724324335,0.9588131631845156
systolic,figna,16x16,max_seq_len_1024,batch_size_16,186.7303389897878,1.8388975742738636
systolic,figna,16x16,max_seq_len_1024,batch_size_32,186.7303389897878,3.605992071839101
systolic,figna,16x16,max_seq_len_2048,batch_size_1,12.932202764724332,0.09550662099418882
systolic,figna,16x16,max_seq_len_2048,batch_size_2,25.35026525320806,0.1516369271058072
systolic,figna,16x16,max_seq_len_2048,batch_size_4,48.749364664030544,0.26389968759405885
systolic,figna,16x16,max_seq_len_2048,batch_size_8,90.5601510403042,0.48843383008125874
systolic,figna,16x16,max_seq_len_2048,batch_size_16,158.696793944817,0.93750195325488
systolic,figna,16x16,max_seq_len_2048,batch_size_32,158.696793944817,1.839101078680558
systolic,figna,16x16,max_seq_len_4096,batch_size_1,12.834527495300879,0.05000355228915997
systolic,figna,16x16,max_seq_len_4096,batch_size_2,24.02812342998413,0.0803106962565135
systolic,figna,16x16,max_seq_len_4096,batch_size_4,42.59510610505013,0.14092782738054785
systolic,figna,16x16,max_seq_len_4096,batch_size_8,69.55109538203628,0.26216493773073923
systolic,figna,16x16,max_seq_len_4096,batch_size_16,102.07280787510119,0.5046381455442354
systolic,figna,16x16,max_seq_len_4096,batch_size_32,102.07280787510119,0.991316312280421
simd,mac,8x8,max_seq_len_128,batch_size_1,6.488097918249757,1.612257451936673
simd,mac,8x8,max_seq_len_128,batch_size_2,12.924948790697528,2.609836124625508
simd,mac,8x8,max_seq_len_128,batch_size_4,25.64733751058029,4.60499346379116
simd,mac,8x8,max_seq_len_128,batch_size_8,50.50332732588618,8.59545657166001
simd,mac,8x8,max_seq_len_128,batch_size_16,50.50332732588618,16.590235871887565
simd,mac,8x8,max_seq_len_128,batch_size_32,50.50332732588618,32.57979447073043
simd,mac,8x8,max_seq_len_256,batch_size_1,6.488064329288035,0.8062799162227476
simd,mac,8x8,max_seq_len_256,batch_size_2,12.922165543232902,1.305220437457988
simd,mac,8x8,max_seq_len_256,batch_size_4,25.631173254250808,2.3031014746505507
simd,mac,8x8,max_seq_len_256,batch_size_8,50.430649456757635,4.2989377621373235
simd,mac,8x8,max_seq_len_256,batch_size_16,50.430649456757635,8.297536878563896
simd,mac,8x8,max_seq_len_256,batch_size_32,50.430649456757635,16.294735110061687
simd,mac,8x8,max_seq_len_512,batch_size_1,6.487951331878294,0.4034406108128995
simd,mac,8x8,max_seq_len_512,batch_size_2,12.911155519813734,0.6532115063074441
simd,mac,8x8,max_seq_len_512,batch_size_4,25.56721324631615,1.152753287510183
simd,mac,8x8,max_seq_len_512,batch_size_8,50.14407886808931,2.1518739510246476
simd,mac,8x8,max_seq_len_512,batch_size_16,50.14407886808931,4.1535785461905075
simd,mac,8x8,max_seq_len_512,batch_size_32,50.14407886808931,8.156987734019676
simd,mac,8x8,max_seq_len_1024,batch_size_1,6.487543683278259,0.20231940810086088
simd,mac,8x8,max_seq_len_1024,batch_size_2,12.867704125228734,0.32780386713731724
simd,mac,8x8,max_seq_len_1024,batch_size_4,25.316632168540618,0.5787727438949486
simd,mac,8x8,max_seq_len_1024,batch_size_8,49.03924705967552,1.0807290205503255
simd,mac,8x8,max_seq_len_1024,batch_size_16,49.03924705967552,2.086373194793403
simd,mac,8x8,max_seq_len_1024,batch_size_32,49.03924705967552,4.0976615327703065
simd,mac,8x8,max_seq_len_2048,batch_size_1,6.486026065455724,0.10235488871162211
simd,mac,8x8,max_seq_len_2048,batch_size_2,12.700313916149119,0.1662916894020876
simd,mac,8x8,max_seq_len_2048,batch_size_4,24.381625264187857,0.29416502963086094
simd,mac,8x8,max_seq_len_2048,batch_size_8,45.15574525933794,0.5499207924881395
simd,mac,8x8,max_seq_len_2048,batch_size_16,45.15574525933794,1.0622980431866083
