arch,subarch,arch_dim,max_seq_len,attn_size,throughput,energy_per_token
mugi,vlp,256x8,max_seq_len_512,attn_size_2,30.693482952093223,5.078474879205631e-05
mugi,vlp,256x8,max_seq_len_512,attn_size_4,60.55070242656449,4.10997546463231e-05
mugi,vlp,256x8,max_seq_len_512,attn_size_8,117.88943224202238,3.6258279992656485e-05
mugi,vlp,256x8,max_seq_len_1024,attn_size_1,15.984101338794698,0.00013967180142225957
mugi,vlp,256x8,max_seq_len_1024,attn_size_2,31.91011167897027,0.00010053429550319481
mugi,vlp,256x8,max_seq_len_1024,attn_size_4,63.58912149673717,8.09655425436624e-05
mugi,vlp,256x8,max_seq_len_1024,attn_size_8,126.26380556491775,7.118167727349622e-05
mugi,vlp,256x8,max_seq_len_2048,attn_size_1,16.446456993510115,0.0002786442349870645
mugi,vlp,256x8,max_seq_len_2048,attn_size_2,32.877466318353925,0.0002002050485988609
mugi,vlp,256x8,max_seq_len_2048,attn_size_4,65.69322893756782,0.00016098545540475903
mugi,vlp,256x8,max_seq_len_2048,attn_size_8,131.14033660178546,0.00014137591441250815
mugi,vlp,256x8,max_seq_len_4096,attn_size_1,16.73518029705955,0.0005565582545603402
mugi,vlp,256x8,max_seq_len_4096,attn_size_2,33.466356633195986,0.00039963238462688777
mugi,vlp,256x8,max_seq_len_4096,attn_size_4,66.91670316910965,0.00032116944966016154
mugi,vlp,256x8,max_seq_len_4096,attn_size_8,133.7694118819031,0.00028193810997919835
carat,none,64x8,max_seq_len_128,attn_size_1,8.542203742203741,1.8568593683424313e-05
carat,none,64x8,max_seq_len_128,attn_size_2,16.018713450292395,1.4874450088049823e-05
carat,none,64x8,max_seq_len_128,attn_size_4,28.48388214904679,1.3027378290362572e-05
carat,none,64x8,max_seq_len_128,attn_size_8,46.62468085106382,1.210795582511895e-05
carat,none,64x8,max_seq_len_256,attn_size_1,6.504331625523986,3.652172118592546e-05
carat,none,64x8,max_seq_len_256,attn_size_2,12.817622762735198,2.7351952608301485e-05
carat,none,64x8,max_seq_len_256,attn_size_4,24.90378956754347,2.2767068319489498e-05
carat,none,64x8,max_seq_len_256,attn_size_8,47.11868409953606,2.0476682891883512e-05
carat,none,64x8,max_seq_len_512,attn_size_1,6.237586247222548,7.24698000507983e-05
carat,none,64x8,max_seq_len_512,attn_size_2,12.42866130723523,5.3272205144125124e-05
carat,none,64x8,max_seq_len_512,attn_size_4,24.673343356077247,4.3673407690788545e-05
carat,none,64x8,max_seq_len_512,attn_size_8,48.62687179487178,3.8875037322520254e-05
carat,none,64x8,max_seq_len_1024,attn_size_1,6.262858501500875,0.0001442817951081273
carat,none,64x8,max_seq_len_1024,attn_size_2,12.513815730870865,0.00010549025936108058
carat,none,64x8,max_seq_len_1024,attn_size_4,24.980161811338643,8.609449148755726e-05
carat,none,64x8,max_seq_len_1024,attn_size_8,49.771521360455836,7.639712172999557e-05
carat,none,64x8,max_seq_len_2048,attn_size_1,6.3167943695438025,0.0002878637038865769
carat,none,64x8,max_seq_len_2048,attn_size_2,12.630549604203784,0.00021011514236764564
carat,none,64x8,max_seq_len_2048,attn_size_4,25.248951437781297,0.00017124086160817995
carat,none,64x8,max_seq_len_2048,attn_size_8,50.449381826370896,0.00015180397831804712
carat,none,64x8,max_seq_len_4096,attn_size_1,6.354630721558535,0.0005750064807753719
carat,none,64x8,max_seq_len_4096,attn_size_2,12.708491649931178,0.00041945929566710263
carat,none,64x8,max_seq_len_4096,attn_size_4,25.413904686562546,0.00034168570311296807
carat,none,64x8,max_seq_len_4096,attn_size_8,50.81549939357924,0.00030279903538070073
carat,none,256x8,max_seq_len_128,attn_size_1,16.534406438631787,2.4133144347447746e-05
carat,none,256x8,max_seq_len_128,attn_size_2,30.156330275229347,1.9843134504130757e-05
carat,none,256x8,max_seq_len_128,attn_size_4,51.27987519500779,1.7698129582472257e-05
carat,none,256x8,max_seq_len_128,attn_size_8,78.9205282112845,1.6629716798443012e-05
carat,none,256x8,max_seq_len_256,attn_size_1,15.699606520517142,4.631726551105003e-05
carat,none,256x8,max_seq_len_256,attn_size_2,30.57427476737821,3.571423906989632e-05
carat,none,256x8,max_seq_len_256,attn_size_4,58.09589183567341,3.0412725849319455e-05
carat,none,256x8,max_seq_len_256,attn_size_8,105.64387706855791,2.7764014077431028e-05
carat,none,256x8,max_seq_len_512,attn_size_1,15.453455019556714,9.149689252190831e-05
carat,none,256x8,max_seq_len_512,attn_size_2,30.693482952093223,6.930907785808776e-05
carat,none,256x8,max_seq_len_512,attn_size_4,60.55070242656449,5.821517052617748e-05
carat,none,256x8,max_seq_len_512,attn_size_8,117.88943224202238,5.266923927942234e-05
carat,none,256x8,max_seq_len_1024,attn_size_1,15.984101338794698,0.0001819543911337767
carat,none,256x8,max_seq_len_1024,attn_size_2,31.91011167897027,0.00013714739208962182
carat,none,256x8,max_seq_len_1024,attn_size_4,63.58912149673717,0.00011474389256754437
carat,none,256x8,max_seq_len_1024,attn_size_8,126.26380556491775,0.00010354265401610564
carat,none,256x8,max_seq_len_2048,attn_size_1,16.446456993510115,0.00036291851065258933
carat,none,256x8,max_seq_len_2048,attn_size_2,32.877466318353925,0.0002731483388802654
carat,none,256x8,max_seq_len_2048,attn_size_4,65.69322893756782,0.00022826325299410348
carat,none,256x8,max_seq_len_2048,attn_size_8,131.14033660178546,0.00020582096565582253
carat,none,256x8,max_seq_len_4096,attn_size_1,16.73518029705955,0.0007248713108377527
carat,none,256x8,max_seq_len_4096,attn_size_2,33.466356633195986,0.0005453123916253404
carat,none,256x8,max_seq_len_4096,attn_size_4,66.91670316910965,0.0004555329320191345
carat,none,256x8,max_seq_len_4096,attn_size_8,133.7694118819031,0.00041064333001843145
systolic,mac,8x8,max_seq_len_128,attn_size_1,9.66776470588235,2.5664410435638798e-05
systolic,mac,8x8,max_seq_len_128,attn_size_2,17.9816192560175,2.2189793798431582e-05
systolic,mac,8x8,max_seq_len_128,attn_size_4,31.54548944337811,2.0452485713040477e-05
systolic,mac,8x8,max_seq_len_128,attn_size_8,50.10731707317072,1.959211552998118e-05
systolic,mac,8x8,max_seq_len_256,attn_size_1,7.056493178372915,4.850904433027462e-05
systolic,mac,8x8,max_seq_len_256,attn_size_2,13.888413724515166,4.0074130930692764e-05
systolic,mac,8x8,max_seq_len_256,attn_size_4,26.920096385542166,3.585667428920497e-05
systolic,mac,8x8,max_seq_len_256,attn_size_8,50.23309352517985,3.375208800322482e-05
systolic,mac,8x8,max_seq_len_512,attn_size_1,6.537271724476038,9.520340985991961e-05
systolic,mac,8x8,max_seq_len_512,attn_size_2,13.023464778415333,7.768536378934119e-05
systolic,mac,8x8,max_seq_len_512,attn_size_4,25.84499091459721,6.892634081818545e-05
systolic,mac,8x8,max_seq_len_512,attn_size_8,50.60493358633775,6.454890039080164e-05
systolic,mac,8x8,max_seq_len_1024,attn_size_1,6.4232145578687465,0.0001890079682175915
systolic,mac,8x8,max_seq_len_1024,attn_size_2,12.83391089862663,0.00015378406608433813
systolic,mac,8x8,max_seq_len_1024,attn_size_4,25.617895024769776,0.00013617211508476008
systolic,mac,8x8,max_seq_len_1024,attn_size_8,50.87551907291162,0.0001273671751548802
systolic,mac,8x8,max_seq_len_2048,attn_size_1,6.4003413203306385,0.0003768249985821262
systolic,mac,8x8,max_seq_len_2048,attn_size_2,12.797562591878831,0.000306419588963182
systolic,mac,8x8,max_seq_len_2048,attn_size_4,25.58265410998008,0.000271216884222216
systolic,mac,8x8,max_seq_len_2048,attn_size_8,51.03127202041053,0.00025361604967749987
systolic,mac,8x8,max_seq_len_4096,attn_size_1,6.397353451774979,0.0007525630161357913
systolic,mac,8x8,max_seq_len_4096,attn_size_2,12.793926725115277,0.0006119096938652948
systolic,mac,8x8,max_seq_len_4096,attn_size_4,25.584733307294286,0.0005415830327992815
systolic,mac,8x8,max_seq_len_4096,attn_size_8,51.11405341210124,0.0005064199612199705
systolic,mac,16x16,max_seq_len_128,attn_size_1,19.706474820143875,2.224280360221287e-05
systolic,mac,16x16,max_seq_len_128,attn_size_2,37.95658198614316,1.8424117838333243e-05
systolic,mac,16x16,max_seq_len_128,attn_size_4,70.68903225806449,1.6514774863114317e-05
systolic,mac,16x16,max_seq_len_128,attn_size_8,124.2737240075614,1.5568025231504857e-05
systolic,mac,16x16,max_seq_len_256,attn_size_1,14.056165072974332,4.2698145925069225e-05
systolic,mac,16x16,max_seq_len_256,attn_size_2,27.88776834747878,3.365248512542246e-05
systolic,mac,16x16,max_seq_len_256,attn_size_4,54.89847665847665,2.9129654678959524e-05
systolic,mac,16x16,max_seq_len_256,attn_size_8,106.44916626965221,2.687220047700717e-05
systolic,mac,16x16,max_seq_len_512,attn_size_1,13.010757409440174,8.408299479865899e-05
systolic,mac,16x16,max_seq_len_512,attn_size_2,25.970833840535597,6.538531321600264e-05
systolic,mac,16x16,max_seq_len_512,attn_size_4,51.74012368133866,5.6036472378034926e-05
systolic,mac,16x16,max_seq_len_512,attn_size_8,102.68338346769339,5.1364032516330176e-05
systolic,mac,16x16,max_seq_len_1024,attn_size_1,12.805833915712071,0.0001667869828724807
systolic,mac,16x16,max_seq_len_1024,attn_size_2,25.59922252254988,0.0001293347358131182
systolic,mac,16x16,max_seq_len_1024,attn_size_4,51.14873630874723,0.00011060861223679737
systolic,mac,16x16,max_seq_len_1024,attn_size_8,102.09921569814978,0.00010124654077391606
systolic,mac,16x16,max_seq_len_2048,attn_size_1,12.77809669396971,0.0003321621041834452
systolic,mac,16x16,max_seq_len_2048,attn_size_2,25.553083960061674,0.0002574754642153267
systolic,mac,16x16,max_seq_len_2048,attn_size_4,51.09373474740549,0.0002201321441846279
systolic,mac,16x16,max_seq_len_2048,attn_size_8,102.13777308338182,0.00020146097937855768
systolic,mac,16x16,max_seq_len_4096,attn_size_1,12.782819511582138,0.0006628959193870349
systolic,mac,16x16,max_seq_len_4096,attn_size_2,25.564860269998018,0.0005138778626237328
systolic,mac,16x16,max_seq_len_4096,attn_size_4,51.126605811972205,0.00043936883419544215
systolic,mac,16x16,max_seq_len_4096,attn_size_8,102.24075498849332,0.00040211456763257595
systolic,figna,8x8,max_seq_len_128,attn_size_1,9.66776470588235,2.7727844143663838e-05
systolic,figna,8x8,max_seq_len_128,attn_size_2,17.9816192560175,2.425324872469476e-05
systolic,figna,8x8,max_seq_len_128,attn_size_4,31.54548944337811,2.2515951248393278e-05
systolic,figna,8x8,max_seq_len_128,attn_size_8,50.10731707317072,2.165558636988762e-05
systolic,figna,8x8,max_seq_len_256,attn_size_1,7.056493178372915,5.201559105499328e-05
systolic,figna,8x8,max_seq_len_256,attn_size_2,13.888413724515166,4.358071896636959e-05
systolic,figna,8x8,max_seq_len_256,attn_size_4,26.920096385542166,3.936328298035351e-05
systolic,figna,8x8,max_seq_len_256,attn_size_8,50.23309352517985,3.725870702210037e-05
systolic,figna,8x8,max_seq_len_512,attn_size_1,6.537271724476038,0.0001018999152261109
systolic,figna,8x8,max_seq_len_512,attn_size_2,13.023464778415333,8.438195093889058e-05
systolic,figna,8x8,max_seq_len_512,attn_size_4,25.84499091459721,7.562296885940578e-05
systolic,figna,8x8,max_seq_len_512,attn_size_8,50.60493358633775,7.124554887784788e-05
systolic,figna,8x8,max_seq_len_1024,attn_size_1,6.4232145578687465,0.00020223626769784567
systolic,figna,8x8,max_seq_len_1024,attn_size_2,12.83391089862663,0.00016701252317270304
systolic,figna,8x8,max_seq_len_1024,attn_size_4,25.617895024769776,0.0001494006509771719
systolic,figna,8x8,max_seq_len_1024,attn_size_8,50.87551907291162,0.0001405957504493056
systolic,figna,8x8,max_seq_len_2048,attn_size_1,6.4003413203306385,0.00040319282470606513
systolic,figna,8x8,max_seq_len_2048,attn_size_2,12.797562591878831,0.0003327877217847134
systolic,figna,8x8,max_seq_len_2048,attn_size_4,25.58265410998008,0.00029758517039253505
systolic,figna,8x8,max_seq_len_2048,attn_size_8,51.03127202041053,0.00027998441252220254
systolic,figna,8x8,max_seq_len_4096,attn_size_1,6.397353451774979,0.0008052478647548789
systolic,figna,8x8,max_seq_len_4096,attn_size_2,12.793926725115277,0.0006645951460809266
systolic,figna,8x8,max_seq_len_4096,attn_size_4,25.584733307294286,0.0005942687868131766
systolic,figna,8x8,max_seq_len_4096,attn_size_8,51.11405341210124,0.000559105866132987
systolic,figna,16x16,max_seq_len_128,attn_size_1,19.706474820143875,2.3274456368491833e-05
systolic,figna,16x16,max_seq_len_128,attn_size_2,37.95658198614316,1.9455812099559162e-05
systolic,figna,16x16,max_seq_len_128,attn_size_4,70.68903225806449,1.754648987181961e-05
systolic,figna,16x16,max_seq_len_128,attn_size_8,124.2737240075614,1.6599750613949832e-05
systolic,figna,16x16,max_seq_len_256,attn_size_1,14.056165072974332,4.445129614164516e-05
systolic,figna,16x16,max_seq_len_256,attn_size_2,27.88776834747878,3.5405716991449127e-05
systolic,figna,16x16,max_seq_len_256,attn_size_4,54.89847665847665,3.08829273697145e-05
systolic,figna,16x16,max_seq_len_256,attn_size_8,106.44916626965221,2.8625493580120407e-05
systolic,figna,16x16,max_seq_len_512,attn_size_1,13.010757409440174,8.743100467763734e-05
systolic,figna,16x16,max_seq_len_512,attn_size_2,25.970833840535597,6.873348509932531e-05
systolic,figna,16x16,max_seq_len_512,attn_size_4,51.74012368133866,5.9384725263532695e-05
systolic,figna,16x16,max_seq_len_512,attn_size_8,102.68338346769339,5.471232590290959e-05
systolic,figna,16x16,max_seq_len_1024,attn_size_1,12.805833915712071,0.00017340066321366548
systolic,figna,16x16,max_seq_len_1024,attn_size_2,25.59922252254988,0.0001359487295131994
systolic,figna,16x16,max_seq_len_1024,attn_size_4,51.14873630874723,0.00011722276261632981
systolic,figna,16x16,max_seq_len_1024,attn_size_8,102.09921569814978,0.00010786076949316821
systolic,figna,16x16,max_seq_len_2048,attn_size_1,12.77809669396971,0.0003453451010177435
systolic,figna,16x16,max_seq_len_2048,attn_size_2,25.553083960061674,0.00027065907244000844
systolic,figna,16x16,max_seq_len_2048,attn_size_4,51.09373474740549,0.00023331605810450435
systolic,figna,16x16,max_seq_len_2048,attn_size_8,102.13777308338182,0.00021464504614602552
systolic,figna,16x16,max_seq_len_4096,attn_size_1,12.782819511582138,0.0006892365369919105
systolic,figna,16x16,max_seq_len_4096,attn_size_2,25.564860269998018,0.000540219685343157
systolic,figna,16x16,max_seq_len_4096,attn_size_4,51.126605811972205,0.0004657112594721437
systolic,figna,16x16,max_seq_len_4096,attn_size_8,102.24075498849332,0.00042845729418791023
simd,mac,8x8,max_seq_len_128,attn_size_1,9.66776470588235,2.46859627430708e-05
simd,mac,8x8,max_seq_len_128,attn_size_2,17.9816192560175,2.1211346105863584e-05
simd,mac,8x8,max_seq_len_128,attn_size_4,31.54548944337811,1.9474038020472482e-05
simd,mac,8x8,max_seq_len_128,attn_size_8,50.10731707317072,1.861366783741318e-05
simd,mac,8x8,max_seq_len_256,attn_size_1,7.056493178372915,4.6843707552894616e-05
simd,mac,8x8,max_seq_len_256,attn_size_2,13.888413724515166,3.840879415331277e-05
simd,mac,8x8,max_seq_len_256,attn_size_4,26.920096385542166,3.4191337511824964e-05
simd,mac,8x8,max_seq_len_256,attn_size_8,50.23309352517985,3.208675122584483e-05
simd,mac,8x8,max_seq_len_512,attn_size_1,6.537271724476038,9.202157682797634e-05
simd,mac,8x8,max_seq_len_512,attn_size_2,13.023464778415333,7.450353075739795e-05
simd,mac,8x8,max_seq_len_512,attn_size_4,25.84499091459721,6.57445077862422e-05
simd,mac,8x8,max_seq_len_512,attn_size_8,50.60493358633775,6.136706735885838e-05
simd,mac,8x8,max_seq_len_1024,attn_size_1,6.4232145578687465,0.00018272085632249462
simd,mac,8x8,max_seq_len_1024,attn_size_2,12.83391089862663,0.0001474969541892413
simd,mac,8x8,max_seq_len_1024,attn_size_4,25.617895024769776,0.0001298850031896632
simd,mac,8x8,max_seq_len_1024,attn_size_8,50.87551907291162,0.00012108006325978336
simd,mac,8x8,max_seq_len_2048,attn_size_1,6.4003413203306385,0.0003642911857837086
simd,mac,8x8,max_seq_len_2048,attn_size_2,12.797562591878831,0.0002938857761647643
simd,mac,8x8,max_seq_len_2048,attn_size_4,25.58265410998008,0.00025868307142379836
simd,mac,8x8,max_seq_len_2048,attn_size_8,51.03127202041053,0.00024108223687908215
simd,mac,8x8,max_seq_len_4096,attn_size_1,6.397353451774979,0.0007275177299422252
simd,mac,8x8,max_seq_len_4096,attn_size_2,12.793926725115277,0.0005868644076717286
simd,mac,8x8,max_seq_len_4096,attn_size_4,25.584733307294286,0.0005165377466057155
simd,mac,8x8,max_seq_len_4096,attn_size_8,51.11405341210124,0.0004813746750264043
simd,mac,16x16,max_seq_len_128,attn_size_1,19.706474820143875,2.116428311335287e-05
simd,mac,16x16,max_seq_len_128,attn_size_2,37.95658198614316,1.7345597349473245e-05
simd,mac,16x16,max_seq_len_128,attn_size_4,70.68903225806449,1.5436254374254316e-05
simd,mac,16x16,max_seq_len_128,attn_size_8,124.2737240075614,1.4489504742644856e-05
simd,mac,16x16,max_seq_len_256,attn_size_1,14.056165072974332,4.0862316857187226e-05
simd,mac,16x16,max_seq_len_256,attn_size_2,27.88776834747878,3.181665605754046e-05
simd,mac,16x16,max_seq_len_256,attn_size_4,54.89847665847665,2.7293825611077528e-05
simd,mac,16x16,max_seq_len_256,attn_size_8,106.44916626965221,2.503637140912517e-05
simd,mac,16x16,max_seq_len_512,attn_size_1,13.010757409440174,8.057532382678373e-05
simd,mac,16x16,max_seq_len_512,attn_size_2,25.970833840535597,6.187764224412739e-05
simd,mac,16x16,max_seq_len_512,attn_size_4,51.74012368133866,5.2528801406159685e-05
simd,mac,16x16,max_seq_len_512,attn_size_8,102.68338346769339,4.7856361544454935e-05
simd,mac,16x16,max_seq_len_1024,attn_size_1,12.805833915712071,0.00015985592174771283
simd,mac,16x16,max_seq_len_1024,attn_size_2,25.59922252254988,0.00012240367468835031
simd,mac,16x16,max_seq_len_1024,attn_size_4,51.14873630874723,0.00010367755111202947
simd,mac,16x16,max_seq_len_1024,attn_size_8,102.09921569814978,9.431547964914817e-05
simd,mac,16x16,max_seq_len_2048,attn_size_1,12.77809669396971,0.000318344409580439
simd,mac,16x16,max_seq_len_2048,attn_size_2,25.553083960061674,0.00024365776961232053
simd,mac,16x16,max_seq_len_2048,attn_size_4,51.09373474740549,0.00020631444958162174
simd,mac,16x16,max_seq_len_2048,attn_size_8,102.13777308338182,0.0001876432847755515
simd,mac,16x16,max_seq_len_4096,attn_size_1,12.782819511582138,0.0006352850312413255
simd,mac,16x16,max_seq_len_4096,attn_size_2,25.564860269998018,0.0004862669744780233
simd,mac,16x16,max_seq_len_4096,attn_size_4,51.126605811972205,0.00041175794604973276
simd,mac,16x16,max_seq_len_4096,attn_size_8,102.24075498849332,0.00037450367948686656
simd,figna,8x8,max_seq_len_128,attn_size_1,9.66776470588235,2.674939645109584e-05
simd,figna,8x8,max_seq_len_128,attn_size_2,17.9816192560175,2.3274801032126766e-05
simd,figna,8x8,max_seq_len_128,attn_size_4,31.54548944337811,2.1537503555825283e-05
simd,figna,8x8,max_seq_len_128,attn_size_8,50.10731707317072,2.0677138677319623e-05
simd,figna,8x8,max_seq_len_256,attn_size_1,7.056493178372915,5.035025427761329e-05
simd,figna,8x8,max_seq_len_256,attn_size_2,13.888413724515166,4.1915382188989584e-05
simd,figna,8x8,max_seq_len_256,attn_size_4,26.920096385542166,3.76979462029735e-05
simd,figna,8x8,max_seq_len_256,attn_size_8,50.23309352517985,3.5593370244720377e-05
simd,figna,8x8,max_seq_len_512,attn_size_1,6.537271724476038,9.871808219416764e-05
simd,figna,8x8,max_seq_len_512,attn_size_2,13.023464778415333,8.120011790694734e-05
simd,figna,8x8,max_seq_len_512,attn_size_4,25.84499091459721,7.244113582746254e-05
simd,figna,8x8,max_seq_len_512,attn_size_8,50.60493358633775,6.806371584590464e-05
simd,figna,8x8,max_seq_len_1024,attn_size_1,6.4232145578687465,0.0001959491558027488
simd,figna,8x8,max_seq_len_1024,attn_size_2,12.83391089862663,0.00016072541127760623
simd,figna,8x8,max_seq_len_1024,attn_size_4,25.617895024769776,0.00014311353908207506
simd,figna,8x8,max_seq_len_1024,attn_size_8,50.87551907291162,0.00013430863855420878
simd,figna,8x8,max_seq_len_2048,attn_size_1,6.4003413203306385,0.0003906590119076474
simd,figna,8x8,max_seq_len_2048,attn_size_2,12.797562591878831,0.0003202539089862957
simd,figna,8x8,max_seq_len_2048,attn_size_4,25.58265410998008,0.0002850513575941173
simd,figna,8x8,max_seq_len_2048,attn_size_8,51.03127202041053,0.0002674505997237848
simd,figna,8x8,max_seq_len_4096,attn_size_1,6.397353451774979,0.0007802025785613127
simd,figna,8x8,max_seq_len_4096,attn_size_2,12.793926725115277,0.0006395498598873603
simd,figna,8x8,max_seq_len_4096,attn_size_4,25.584733307294286,0.0005692235006196105
simd,figna,8x8,max_seq_len_4096,attn_size_8,51.11405341210124,0.000534060579939421
simd,figna,16x16,max_seq_len_128,attn_size_1,19.706474820143875,2.2195935879631835e-05
simd,figna,16x16,max_seq_len_128,attn_size_2,37.95658198614316,1.8377291610699167e-05
simd,figna,16x16,max_seq_len_128,attn_size_4,70.68903225806449,1.6467969382959612e-05
simd,figna,16x16,max_seq_len_128,attn_size_8,124.2737240075614,1.5521230125089834e-05
simd,figna,16x16,max_seq_len_256,attn_size_1,14.056165072974332,4.2615467073763155e-05
simd,figna,16x16,max_seq_len_256,attn_size_2,27.88776834747878,3.3569887923567134e-05
simd,figna,16x16,max_seq_len_256,attn_size_4,54.89847665847665,2.9047098301832503e-05
simd,figna,16x16,max_seq_len_256,attn_size_8,106.44916626965221,2.6789664512238408e-05
simd,figna,16x16,max_seq_len_512,attn_size_1,13.010757409440174,8.39233337057621e-05
simd,figna,16x16,max_seq_len_512,attn_size_2,25.970833840535597,6.522581412745007e-05
simd,figna,16x16,max_seq_len_512,attn_size_4,51.74012368133866,5.587705429165744e-05
simd,figna,16x16,max_seq_len_512,attn_size_8,102.68338346769339,5.120465493103435e-05
simd,figna,16x16,max_seq_len_1024,attn_size_1,12.805833915712071,0.0001664696020888976
simd,figna,16x16,max_seq_len_1024,attn_size_2,25.59922252254988,0.00012901766838843159
simd,figna,16x16,max_seq_len_1024,attn_size_4,51.14873630874723,0.00011029170149156193
simd,figna,16x16,max_seq_len_1024,attn_size_8,102.09921569814978,0.00010092970836840034
simd,figna,16x16,max_seq_len_2048,attn_size_1,12.77809669396971,0.00033152740641473734
simd,figna,16x16,max_seq_len_2048,attn_size_2,25.553083960061674,0.0002568413778370023
simd,figna,16x16,max_seq_len_2048,attn_size_4,51.09373474740549,0.00021949836350149813
simd,figna,16x16,max_seq_len_2048,attn_size_8,102.13777308338182,0.00020082735154301932
simd,figna,16x16,max_seq_len_4096,attn_size_1,12.782819511582138,0.0006616256488462013
simd,figna,16x16,max_seq_len_4096,attn_size_2,25.564860269998018,0.0005126087971974477
simd,figna,16x16,max_seq_len_4096,attn_size_4,51.126605811972205,0.0004381003713264343
simd,figna,16x16,max_seq_len_4096,attn_size_8,102.24075498849332,0.00040084640604220084
