arch,subarch,arch_dim,max_seq_len,batch_size,throughput,energy_per_token
carat,none,64x8,max_seq_len_256,batch_size_4,3.983082275019021,2.472600293629146
carat,none,64x8,max_seq_len_256,batch_size_8,7.888826166147107,4.658171842146493
carat,none,64x8,max_seq_len_256,batch_size_16,7.888826166147107,9.189659153019232
carat,none,64x8,max_seq_len_256,batch_size_32,7.888826166147107,18.252633774494775
carat,none,64x8,max_seq_len_512,batch_size_1,1.0033076880519047,0.8334533341491953
carat,none,64x8,max_seq_len_512,batch_size_2,2.000169265231277,1.3800605239281514
carat,none,64x8,max_seq_len_512,batch_size_4,3.9747751305652232,2.473274835485266
carat,none,64x8,max_seq_len_512,batch_size_8,7.84924631719317,4.659734726812672
carat,none,64x8,max_seq_len_512,batch_size_16,7.84924631719317,9.192879276786496
carat,none,64x8,max_seq_len_512,batch_size_32,7.849246317193167,18.259168375873404
carat,none,64x8,max_seq_len_1024,batch_size_1,1.00400493045236,0.8334853080325297
carat,none,64x8,max_seq_len_1024,batch_size_2,1.9957008257925735,1.3809742154198787
carat,none,64x8,max_seq_len_1024,batch_size_4,3.942973729127458,2.4759517828472304
carat,none,64x8,max_seq_len_1024,batch_size_8,7.699274800606759,4.665938004502872
carat,none,64x8,max_seq_len_1024,batch_size_16,7.699274800606766,9.20566068558833
carat,none,64x8,max_seq_len_1024,batch_size_32,7.699274800606766,18.285106041295148
carat,none,64x8,max_seq_len_2048,batch_size_1,1.0068539443012166,0.8336094600160582
carat,none,64x8,max_seq_len_2048,batch_size_2,1.9788216113774146,1.3845616443361604
carat,none,64x8,max_seq_len_2048,batch_size_4,3.824981061526192,2.48646409079005
carat,none,64x8,max_seq_len_2048,batch_size_8,7.170991490043368,4.690298591520603
carat,none,64x8,max_seq_len_2048,batch_size_16,7.170991490043368,9.25585397144173
carat,none,64x8,max_seq_len_2048,batch_size_32,7.170991490043368,18.38696465457975
carat,none,64x8,max_seq_len_4096,batch_size_1,1.0177900775561315,0.8340725161657141
carat,none,64x8,max_seq_len_4096,batch_size_2,1.9197307527931948,1.3980118242459323
carat,none,64x8,max_seq_len_4096,batch_size_4,3.4483440899925393,2.5258689629004154
carat,none,64x8,max_seq_len_4096,batch_size_8,5.738986536186714,4.7815979663162675
carat,none,64x8,max_seq_len_4096,batch_size_16,5.738986536186714,9.443962279642411
carat,none,64x8,max_seq_len_4096,batch_size_32,5.738986536186714,18.76868999016775
carat,none,256x8,max_seq_len_128,batch_size_1,4.012187314953906,0.9853508826119134
carat,none,256x8,max_seq_len_128,batch_size_2,8.00571574362364,1.6302825368246223
carat,none,256x8,max_seq_len_128,batch_size_4,15.937313939075429,2.9201458700029423
carat,none,256x8,max_seq_len_128,batch_size_8,31.582147464847274,5.499903516236166
carat,none,256x8,max_seq_len_128,batch_size_16,31.582182678918183,10.874405215749842
carat,none,256x8,max_seq_len_128,batch_size_32,31.582200340983164,21.62340861466205
carat,none,256x8,max_seq_len_256,batch_size_1,4.011825154195097,0.9853525556325871
carat,none,256x8,max_seq_len_256,batch_size_2,8.002618085532992,1.630349548412447
carat,none,256x8,max_seq_len_256,batch_size_4,15.92176501653329,2.920343710592177
carat,none,256x8,max_seq_len_256,batch_size_8,31.51436444103655,5.500362995913167
carat,none,256x8,max_seq_len_256,batch_size_16,31.51453961685578,10.87534768062237
carat,none,256x8,max_seq_len_256,batch_size_32,31.51462737035745,21.6253170498539
carat,none,256x8,max_seq_len_512,batch_size_1,4.010366168033176,0.9853610888104395
carat,none,256x8,max_seq_len_512,batch_size_2,7.990249490444365,1.6306196513771682
carat,none,256x8,max_seq_len_512,batch_size_4,15.859958227764569,2.921137636070831
carat,none,256x8,max_seq_len_512,batch_size_8,31.24670514675658,5.502204509927695
carat,none,256x8,max_seq_len_512,batch_size_16,31.24742702993457,10.879124162225573
carat,none,256x8,max_seq_len_512,batch_size_32,31.247788372367687,21.632963466176413
carat,none,256x8,max_seq_len_1024,batch_size_1,4.00549451501243,0.9853942949775991
carat,none,256x8,max_seq_len_1024,batch_size_2,7.945116010657142,1.6316909366156302
carat,none,256x8,max_seq_len_1024,batch_size_4,15.633310650186043,2.924287877715701
carat,none,256x8,max_seq_len_1024,batch_size_8,30.281273774545888,5.509512424033303
carat,none,256x8,max_seq_len_1024,batch_size_16,30.283999411958806,10.89411112612983
carat,none,256x8,max_seq_len_1024,batch_size_32,30.28536334988,21.66330852517361
carat,none,256x8,max_seq_len_2048,batch_size_1,3.988339299951933,0.9855234217659998
carat,none,256x8,max_seq_len_2048,batch_size_2,7.780258089084267,1.635896992350009
carat,none,256x8,max_seq_len_2048,batch_size_4,14.832242657160233,2.9366578451872205
carat,none,256x8,max_seq_len_2048,batch_size_8,27.114362878722396,5.538208448628162
carat,none,256x8,max_seq_len_2048,batch_size_16,27.122910956222203,10.95296041931317
carat,none,256x8,max_seq_len_2048,batch_size_32,27.127190251826693,21.78246429807573
carat,none,256x8,max_seq_len_4096,batch_size_1,3.929772355613385,0.9860054102795358
carat,none,256x8,max_seq_len_4096,batch_size_2,7.239644259016687,1.6516663267988556
carat,none,256x8,max_seq_len_4096,batch_size_4,12.520920594782185,2.983024277951101
carat,none,256x8,max_seq_len_4096,batch_size_8,19.709876166452272,5.645751518856329
carat,none,256x8,max_seq_len_4096,batch_size_16,19.726449122529793,11.173500041896007
carat,none,256x8,max_seq_len_4096,batch_size_32,19.734757722289654,22.22899633470214
systolic,mac,8x8,max_seq_len_128,batch_size_1,1.0,1.0
systolic,mac,8x8,max_seq_len_128,batch_size_2,1.9921013760199515,1.7430209882069014
systolic,mac,8x8,max_seq_len_128,batch_size_4,3.952982497141314,3.229062962801397
systolic,mac,8x8,max_seq_len_128,batch_size_8,7.78399585860598,6.201209291439364
systolic,mac,8x8,max_seq_len_128,batch_size_16,7.78399585860598,12.14997932317121
systolic,mac,8x8,max_seq_len_128,batch_size_32,7.78399585860598,24.04751938627848
systolic,mac,8x8,max_seq_len_256,batch_size_1,1.0,1.0
systolic,mac,8x8,max_seq_len_256,batch_size_2,1.9916827095718566,1.7430690885668563
systolic,mac,8x8,max_seq_len_256,batch_size_4,3.9505115783991354,3.229207262769795
systolic,mac,8x8,max_seq_len_256,batch_size_8,7.772834376673267,6.201545978202587
systolic,mac,8x8,max_seq_len_256,batch_size_16,7.772834376673267,12.15069994509411
systolic,mac,8x8,max_seq_len_256,batch_size_32,7.772834376673267,24.04900787831091
systolic,mac,8x8,max_seq_len_512,batch_size_1,1.0,1.0
systolic,mac,8x8,max_seq_len_512,batch_size_2,1.990020402337989,1.7432604784868042
systolic,mac,8x8,max_seq_len_512,batch_size_4,3.940722107561544,3.229781425492782
systolic,mac,8x8,max_seq_len_512,batch_size_8,7.728800094678319,6.202885635407926
systolic,mac,8x8,max_seq_len_512,batch_size_16,7.728800094678319,12.153567254313762
systolic,mac,8x8,max_seq_len_512,batch_size_32,7.728800094678319,24.05493049020635
systolic,mac,8x8,max_seq_len_1024,batch_size_1,1.0,1.0
systolic,mac,8x8,max_seq_len_1024,batch_size_2,1.9834477813837983,1.7440209833838025
systolic,mac,8x8,max_seq_len_1024,batch_size_4,3.9023447709176313,3.232062871210228
systolic,mac,8x8,max_seq_len_1024,batch_size_8,7.558985257559795,6.208208733226994
systolic,mac,8x8,max_seq_len_1024,batch_size_16,7.558985257559795,12.164960383050566
systolic,mac,8x8,max_seq_len_1024,batch_size_32,7.558985257559795,24.078463667559202
systolic,mac,8x8,max_seq_len_2048,batch_size_1,1.0,1.0
systolic,mac,8x8,max_seq_len_2048,batch_size_2,1.9581040513836974,1.7470098053625287
systolic,mac,8x8,max_seq_len_2048,batch_size_4,3.759100721787608,3.2410284496930597
systolic,mac,8x8,max_seq_len_2048,batch_size_8,6.9620049015583465,6.2291265276428796
systolic,mac,8x8,max_seq_len_2048,batch_size_16,6.9620049015583465,12.209730241562601
systolic,mac,8x8,max_seq_len_2048,batch_size_32,6.9620049015583465,24.170937485365055
systolic,mac,8x8,max_seq_len_4096,batch_size_1,1.0,1.0
systolic,mac,8x8,max_seq_len_4096,batch_size_2,1.8693940699923077,1.7582229006394157
systolic,mac,8x8,max_seq_len_4096,batch_size_4,3.3097407836583144,3.274656618539487
systolic,mac,8x8,max_seq_len_4096,batch_size_8,5.394321009401409,6.3075750671486395
systolic,mac,8x8,max_seq_len_4096,batch_size_16,5.394321009401409,12.377620558385274
systolic,mac,8x8,max_seq_len_4096,batch_size_32,5.394321009401409,24.51770929016876
systolic,mac,16x16,max_seq_len_128,batch_size_1,2.0015011734558845,0.8886829177540535
systolic,mac,16x16,max_seq_len_128,batch_size_2,3.9911013041593817,1.5184123099113067
systolic,mac,16x16,max_seq_len_128,batch_size_4,7.9350172293506525,2.7778711398805953
systolic,mac,16x16,max_seq_len_128,batch_size_8,15.684643935771824,5.2968484391202395
systolic,mac,16x16,max_seq_len_128,batch_size_16,30.65343614170566,10.334803036657057
systolic,mac,16x16,max_seq_len_128,batch_size_32,30.65343614170566,20.42825382231609
systolic,mac,16x16,max_seq_len_256,batch_size_1,2.001484995929371,0.888685559633925
systolic,mac,16x16,max_seq_len_256,batch_size_2,3.9902294382673595,1.518465869997236
systolic,mac,16x16,max_seq_len_256,batch_size_4,7.929943072156079,2.7780267283405644
systolic,mac,16x16,max_seq_len_256,batch_size_8,15.66166783354475,5.297208072192861
systolic,mac,16x16,max_seq_len_256,batch_size_16,30.55987235682714,10.335570758394297
systolic,mac,16x16,max_seq_len_256,batch_size_32,30.55987235682714,20.42983443796539
systolic,mac,16x16,max_seq_len_512,batch_size_1,2.001427843199791,0.8886957098014364
systolic,mac,16x16,max_seq_len_512,batch_size_2,3.9867967619764033,1.5186782535827654
systolic,mac,16x16,max_seq_len_512,batch_size_4,7.90995544150094,2.7786443453603464
systolic,mac,16x16,max_seq_len_512,batch_size_8,15.571479233790775,5.298636105608122
systolic,mac,16x16,max_seq_len_512,batch_size_16,30.195489423815363,10.338619621104128
systolic,mac,16x16,max_seq_len_512,batch_size_32,30.195489423815363,20.43611189449122
systolic,mac,16x16,max_seq_len_1024,batch_size_1,2.001215145415166,0.8887329217243796
systolic,mac,16x16,max_seq_len_1024,batch_size_2,3.973282451874905,1.519515915390797
systolic,mac,16x16,max_seq_len_1024,batch_size_4,7.831833752463952,2.78108591588141
systolic,mac,16x16,max_seq_len_1024,batch_size_8,15.224660082583117,5.304285259084902
systolic,mac,16x16,max_seq_len_1024,batch_size_16,28.83701161310487,10.350683906702484
systolic,mac,16x16,max_seq_len_1024,batch_size_32,28.83701161310487,20.460954528047715
systolic,mac,16x16,max_seq_len_2048,batch_size_1,2.000408286467622,0.8888730072705888
systolic,mac,16x16,max_seq_len_2048,batch_size_2,3.9212871619207563,1.5227954923070735
systolic,mac,16x16,max_seq_len_2048,batch_size_4,7.540759668566583,2.790655576517645
systolic,mac,16x16,max_seq_len_2048,batch_size_8,14.00823045080407,5.326433659780138
systolic,mac,16x16,max_seq_len_2048,batch_size_16,24.547897014807106,10.397989358592785
systolic,mac,16x16,max_seq_len_2048,batch_size_32,24.547897014807106,20.558370016307606
systolic,mac,16x16,max_seq_len_4096,batch_size_1,1.9974442573655038,0.8893870069881527
systolic,mac,16x16,max_seq_len_4096,batch_size_2,3.7395094738052275,1.5350746588843174
systolic,mac,16x16,max_seq_len_4096,batch_size_4,6.629098742634478,2.8264973010017997
systolic,mac,16x16,max_seq_len_4096,batch_size_8,10.824273516511875,5.409388915851187
systolic,mac,16x16,max_seq_len_4096,batch_size_16,15.885644718743391,10.575166463809252
systolic,mac,16x16,max_seq_len_4096,batch_size_32,15.885644718743391,20.923224874034023
systolic,figna,8x8,max_seq_len_128,batch_size_1,1.0,1.0325080975674823
systolic,figna,8x8,max_seq_len_128,batch_size_2,1.9921013760199515,1.808221138379078
systolic,figna,8x8,max_seq_len_128,batch_size_4,3.952982497141314,3.3596472183114314
systolic,figna,8x8,max_seq_len_128,batch_size_8,7.78399585860598,6.4625617577208585
systolic,figna,8x8,max_seq_len_128,batch_size_16,7.78399585860598,12.672684256243741
systolic,figna,8x8,max_seq_len_128,batch_size_32,7.78399585860598,25.09292925296333
systolic,figna,8x8,max_seq_len_256,batch_size_1,1.0,1.0325077380848557
systolic,figna,8x8,max_seq_len_256,batch_size_2,1.9916827095718566,1.8082684854271396
systolic,figna,8x8,max_seq_len_256,batch_size_4,3.9505115783991354,3.3597899773740423
systolic,figna,8x8,max_seq_len_256,batch_size_8,7.772834376673267,6.462895328438598
systolic,figna,8x8,max_seq_len_256,batch_size_16,7.772834376673267,12.673398646297699
systolic,figna,8x8,max_seq_len_256,batch_size_32,7.772834376673267,25.09440528149543
systolic,figna,8x8,max_seq_len_512,batch_size_1,1.0,1.0325063752843626
systolic,figna,8x8,max_seq_len_512,batch_size_2,1.990020402337989,1.808457013174147
systolic,figna,8x8,max_seq_len_512,batch_size_4,3.940722107561544,3.3603582795617646
systolic,figna,8x8,max_seq_len_512,batch_size_8,7.728800094678319,6.464223128671368
systolic,figna,8x8,max_seq_len_512,batch_size_16,7.728800094678319,12.676242242818411
systolic,figna,8x8,max_seq_len_512,batch_size_32,7.728800094678319,25.100280469333153
systolic,figna,8x8,max_seq_len_1024,batch_size_1,1.0,1.0325011654583816
systolic,figna,8x8,max_seq_len_1024,batch_size_2,1.9834477813837983,1.8092065571269302
systolic,figna,8x8,max_seq_len_1024,batch_size_4,3.9023447709176313,3.3626172655806794
systolic,figna,8x8,max_seq_len_1024,batch_size_8,7.558985257559795,6.469500771917985
systolic,figna,8x8,max_seq_len_1024,batch_size_16,7.558985257559795,12.687544472975013
systolic,figna,8x8,max_seq_len_1024,batch_size_32,7.558985257559795,25.12363186095753
systolic,figna,8x8,max_seq_len_2048,batch_size_1,1.0,1.0324810949486065
systolic,figna,8x8,max_seq_len_2048,batch_size_2,1.9581040513836974,1.8121531315043922
systolic,figna,8x8,max_seq_len_2048,batch_size_4,3.759100721787608,3.3714962852540045
systolic,figna,8x8,max_seq_len_2048,batch_size_8,6.9620049015583465,6.490243417612545
systolic,figna,8x8,max_seq_len_2048,batch_size_16,6.9620049015583465,12.731964159078105
systolic,figna,8x8,max_seq_len_2048,batch_size_32,6.9620049015583465,25.215405469674284
systolic,figna,8x8,max_seq_len_4096,batch_size_1,1.0,1.032406540830998
systolic,figna,8x8,max_seq_len_4096,batch_size_2,1.8693940699923077,1.8232094778165577
systolic,figna,8x8,max_seq_len_4096,batch_size_4,3.3097407836583144,3.404803838098341
systolic,figna,8x8,max_seq_len_4096,batch_size_8,5.394321009401409,6.568043995782124
systolic,figna,8x8,max_seq_len_4096,batch_size_16,5.394321009401409,12.898560046730857
systolic,figna,8x8,max_seq_len_4096,batch_size_32,5.394321009401409,25.55959003561633
systolic,figna,16x16,max_seq_len_128,batch_size_1,2.0015011734558845,0.9046608240280344
systolic,figna,16x16,max_seq_len_128,batch_size_2,3.9911013041593817,1.5507360322127084
systolic,figna,16x16,max_seq_len_128,batch_size_4,7.9350172293506525,2.842886494340874
systolic,figna,16x16,max_seq_len_128,batch_size_8,15.684643935771824,5.427247057979738
systolic,figna,16x16,max_seq_len_128,batch_size_16,30.65343614170566,10.595968184365647
systolic,figna,16x16,max_seq_len_128,batch_size_32,30.65343614170566,20.95058411811997
systolic,figna,16x16,max_seq_len_256,batch_size_1,2.001484995929372,0.9046632568460808
systolic,figna,16x16,max_seq_len_256,batch_size_2,3.9902294382673595,1.5507891053678518
systolic,figna,16x16,max_seq_len_256,batch_size_4,7.929943072156079,2.843041040184484
systolic,figna,16x16,max_seq_len_256,batch_size_8,15.66166783354475,5.427604537105918
systolic,figna,16x16,max_seq_len_256,batch_size_16,30.55987235682714,10.596731529522561
systolic,figna,16x16,max_seq_len_256,batch_size_32,30.55987235682714,20.952155980781757
systolic,figna,16x16,max_seq_len_512,batch_size_1,2.001427843199791,0.9046726093042281
systolic,figna,16x16,max_seq_len_512,batch_size_2,3.9867967619764033,1.5509996198302975
systolic,figna,16x16,max_seq_len_512,batch_size_4,7.90995544150094,2.843654645563655
systolic,figna,16x16,max_seq_len_512,batch_size_8,15.571479233790775,5.429024274090994
systolic,figna,16x16,max_seq_len_512,batch_size_16,30.195489423815363,10.599763526380155
systolic,figna,16x16,max_seq_len_512,batch_size_32,30.195489423815363,20.958399706602105
systolic,figna,16x16,max_seq_len_1024,batch_size_1,2.001215145415166,0.9047068022036404
systolic,figna,16x16,max_seq_len_1024,batch_size_2,3.973282451874905,1.5518301570845419
systolic,figna,16x16,max_seq_len_1024,batch_size_4,7.831833752463952,2.846080883287335
systolic,figna,16x16,max_seq_len_1024,batch_size_8,15.224660082583117,5.43464168052969
systolic,figna,16x16,max_seq_len_1024,batch_size_16,28.83701161310487,10.611763237902984
systolic,figna,16x16,max_seq_len_1024,batch_size_32,28.83701161310487,20.98311320067882
systolic,figna,16x16,max_seq_len_2048,batch_size_1,2.000408286467622,0.9048353201910716
systolic,figna,16x16,max_seq_len_2048,batch_size_2,3.9212871619207563,1.5550823448765532
systolic,figna,16x16,max_seq_len_2048,batch_size_4,7.540759668566583,2.8555915463182635
systolic,figna,16x16,max_seq_len_2048,batch_size_8,14.00823045080407,5.456667894257291
systolic,figna,16x16,max_seq_len_2048,batch_size_16,24.547897014807106,10.658820141835054
systolic,figna,16x16,max_seq_len_2048,batch_size_32,24.547897014807106,21.080031696605527
systolic,figna,16x16,max_seq_len_4096,batch_size_1,1.9974442573655038,0.9053064763082265
systolic,figna,16x16,max_seq_len_4096,batch_size_2,3.7395094738052275,1.5672600659230256
systolic,figna,16x16,max_seq_len_4096,batch_size_4,6.629098742634478,2.8912150393411467
systolic,figna,16x16,max_seq_len_4096,batch_size_8,10.824273516511875,5.5391716733606104
systolic,figna,16x16,max_seq_len_4096,batch_size_16,15.885644718743391,10.835079486395001
systolic,figna,16x16,max_seq_len_4096,batch_size_32,15.885644718743391,21.44305225924052
simd,mac,8x8,max_seq_len_128,batch_size_1,1.0014101854575441,0.9594482993202891
simd,mac,8x8,max_seq_len_128,batch_size_2,1.9949106084103692,1.6619175862216988
simd,mac,8x8,max_seq_len_128,batch_size_4,3.9585569355727097,3.0668561579516385
simd,mac,8x8,max_seq_len_128,batch_size_8,7.794972736367369,5.876795680674375
simd,mac,8x8,max_seq_len_128,batch_size_16,7.794972736367369,11.501152100487028
simd,mac,8x8,max_seq_len_128,batch_size_32,7.794972736367369,22.749864939697332
simd,mac,8x8,max_seq_len_256,batch_size_1,1.0014326831547273,0.9594489940088224
simd,mac,8x8,max_seq_len_256,batch_size_2,1.9945361598394216,1.6619670757563219
simd,mac,8x8,max_seq_len_256,batch_size_4,3.9561714097900635,3.0670032359573867
simd,mac,8x8,max_seq_len_256,batch_size_8,7.783970385549214,5.8771379231194265
simd,mac,8x8,max_seq_len_256,batch_size_16,7.783970385549214,11.501883833339091
simd,mac,8x8,max_seq_len_256,batch_size_32,7.783970385549214,22.751375653126942
simd,mac,8x8,max_seq_len_512,batch_size_1,1.0015224650482863,0.9594516776453883
simd,mac,8x8,max_seq_len_512,batch_size_2,1.9930501388459254,1.6621638319951444
simd,mac,8x8,max_seq_len_512,batch_size_4,3.9467217192353146,3.0675881297523797
simd,mac,8x8,max_seq_len_512,batch_size_8,7.7405669226876626,5.878499040446006
simd,mac,8x8,max_seq_len_512,batch_size_16,7.7405669226876626,11.504794060537737
simd,mac,8x8,max_seq_len_512,batch_size_32,7.7405669226876626,22.75738409856451
simd,mac,8x8,max_seq_len_1024,batch_size_1,1.0018798956148829,0.9594621324829916
simd,mac,8x8,max_seq_len_1024,batch_size_2,1.9871764561703702,1.6629452404417913
simd,mac,8x8,max_seq_len_1024,batch_size_4,3.9096807717402395,3.0699113712690083
simd,mac,8x8,max_seq_len_1024,batch_size_8,7.573195360798444,5.88390571463537
simd,mac,8x8,max_seq_len_1024,batch_size_16,7.573195360798444,11.516354324657936
simd,mac,8x8,max_seq_len_1024,batch_size_32,7.573195360798444,22.78125152799957
simd,mac,8x8,max_seq_len_2048,batch_size_1,1.0032861782042428,0.9595028113775967
simd,mac,8x8,max_seq_len_2048,batch_size_2,1.9645387302389945,1.6660153611306947
simd,mac,8x8,max_seq_len_2048,batch_size_4,3.7714537966471005,3.079039426839205
simd,mac,8x8,max_seq_len_2048,batch_size_8,6.984883290323678,5.905148296167207
simd,mac,8x8,max_seq_len_2048,batch_size_16,6.984883290323678,11.561773564684383
simd,mac,8x8,max_seq_len_2048,batch_size_32,6.984883290323678,22.87502390026495
simd,mac,8x8,max_seq_len_4096,batch_size_1,1.008568128918003,0.9596546984821039
