model,array_dim,batch_size,asram_size,wsram_size,array_execution_time,input_data_moved,weight_data_moved,input_transfer_window_cycles,weight_transfer_window_cycles,input_sram_window_cycles,weight_sram_window_cycles,input_dram_bandwidth,weight_dram_bandwidth,input_sram_bandwidth,weight_sram_bandwidth,input_active_avg_required_bandwidth,weight_active_avg_required_bandwidth,input_peak_required_bandwidth,weight_peak_required_bandwidth,input_required_bandwidth,weight_required_bandwidth
llama_3_70b,512x512,512,25165824,33554432,50275.62025795198,275269612994560.0,6742729732128768.0,8236743703745.403,50253592671698.87,5702436.413807372,3288430.689758301,31.124533421007875,124.95935275885242,57.16586434738447,1821.1565342091335,31.124533421007875,124.95935275885242,27215.15441655802,317.3551024525027,31.124533421007875,124.95935275885242
llama_3_70b,512x512,512,25165824,41943040,50275.62025795198,275269612994560.0,6742729732128768.0,8236743703745.403,50260602460407.586,5702436.413807372,2665567.223300543,31.124533421007875,124.94192482092215,57.16586434738447,1797.365149330378,31.124533421007875,124.94192482092215,27215.15441655802,317.2760206926092,31.124533421007875,124.94192482092215
llama_3_70b,512x512,512,25165824,50331648,50275.62025795198,275269612994560.0,6742729732128768.0,8236743703745.403,50267612249116.305,5702436.413807372,2250268.2145930985,31.124533421007875,124.92450174362311,57.16586434738447,1774.2320668294449,31.124533421007875,124.92450174362311,27215.15441655802,317.1969783356853,31.124533421007875,124.92450174362311
llama_3_70b,512x512,512,25165824,58720256,50275.62025795198,275269612994560.0,6742729732128768.0,8236743703745.403,50274622037825.016,5702436.413807372,1953238.8052343093,31.124533421007875,124.90708352492213,57.16586434738447,1752.0341882265268,31.124533421007875,124.90708352492213,27215.15441655802,317.1179753522891,31.124533421007875,124.90708352492213
llama_3_70b,512x512,512,25165824,67108864,50275.62025795198,275269612994560.0,6742729732128768.0,8236743703745.403,50281631826533.734,5702436.413807372,1731699.8565979004,31.124533421007875,124.88967016278718,57.16586434738447,1729.152720989617,31.124533421007875,124.88967016278718,27215.15441655802,317.03901171300816,31.124533421007875,124.88967016278718
llama_3_70b,512x512,512,25165824,75497472,50275.62025795198,275269612994560.0,6742729732128768.0,8236743703745.403,50288641615242.445,5702436.413807372,1558387.198676691,31.124533421007875,124.8722616551874,57.16586434738447,1707.9615081918707,31.124533421007875,124.8722616551874,27215.15441655802,316.9600873884592,31.124533421007875,124.8722616551874
llama_3_70b,512x512,512,25165824,83886080,50275.62025795198,275269612994560.0,6742729732128768.0,8236743703745.403,50295651403951.164,5702436.413807372,1419334.1665283204,31.124533421007875,124.85485800009297,57.16586434738447,1687.7623830040259,31.124533421007875,124.85485800009297,27215.15441655802,316.88120234928834,31.124533421007875,124.85485800009297
llama_3_70b,512x512,512,33554432,8388608,50275.62025795198,272560008724480.0,6742729732128768.0,10593784155434.002,50232563305572.71,5906661.7782309055,12628815.688720703,23.961342362473378,125.01166575677905,40.9845572527206,1896.8515134149802,23.961342362473378,125.01166575677905,20371.577574967407,317.95104353349353,23.961342362473378,125.01166575677905
llama_3_70b,512x512,512,33554432,16777216,50275.62025795198,272560008724480.0,6742729732128768.0,10593784155434.002,50239573094281.43,5906661.7782309055,6401892.356079102,23.961342362473378,124.99422322474489,40.9845572527206,1870.9302515092716,23.961342362473378,124.99422322474489,20371.577574967407,317.5969777834562,23.961342362473378,124.99422322474489
llama_3_70b,512x512,512,33554432,25165824,50275.62025795198,272560008724480.0,6742729732128768.0,10593784155434.002,50246582882990.16,5906661.7782309055,4325910.0011255,23.961342362473378,124.97678555944817,40.9845572527206,1845.8534848202412,23.961342362473378,124.97678555944817,20371.577574967407,317.43422364483683,23.961342362473378,124.97678555944817
llama_3_70b,512x512,512,33554432,33554432,50275.62025795198,272560008724480.0,6742729732128768.0,10593784155434.002,50253592671698.87,5906661.7782309055,3288430.689758301,23.961342362473378,124.95935275885242,40.9845572527206,1821.1565342091335,23.961342362473378,124.95935275885242,20371.577574967407,317.3551024525027,23.961342362473378,124.95935275885242
llama_3_70b,512x512,512,33554432,41943040,50275.62025795198,272560008724480.0,6742729732128768.0,10593784155434.002,50260602460407.586,5906661.7782309055,2665567.223300543,23.961342362473378,124.94192482092215,40.9845572527206,1797.365149330378,23.961342362473378,124.94192482092215,20371.577574967407,317.2760206926092,23.961342362473378,124.94192482092215
llama_3_70b,512x512,512,33554432,50331648,50275.62025795198,272560008724480.0,6742729732128768.0,10593784155434.002,50267612249116.305,5906661.7782309055,2250268.2145930985,23.961342362473378,124.92450174362311,40.9845572527206,1774.2320668294449,23.961342362473378,124.92450174362311,20371.577574967407,317.1969783356853,23.961342362473378,124.92450174362311
llama_3_70b,512x512,512,33554432,58720256,50275.62025795198,272560008724480.0,6742729732128768.0,10593784155434.002,50274622037825.016,5906661.7782309055,1953238.8052343093,23.961342362473378,124.90708352492213,40.9845572527206,1752.0341882265268,23.961342362473378,124.90708352492213,20371.577574967407,317.1179753522891,23.961342362473378,124.90708352492213
llama_3_70b,512x512,512,33554432,67108864,50275.62025795198,272560008724480.0,6742729732128768.0,10593784155434.002,50281631826533.734,5906661.7782309055,1731699.8565979004,23.961342362473378,124.88967016278718,40.9845572527206,1729.152720989617,23.961342362473378,124.88967016278718,20371.577574967407,317.03901171300816,23.961342362473378,124.88967016278718
llama_3_70b,512x512,512,33554432,75497472,50275.62025795198,272560008724480.0,6742729732128768.0,10593784155434.002,50288641615242.445,5906661.7782309055,1558387.198676691,23.961342362473378,124.8722616551874,40.9845572527206,1707.9615081918707,23.961342362473378,124.8722616551874,20371.577574967407,316.9600873884592,23.961342362473378,124.8722616551874
llama_3_70b,512x512,512,33554432,83886080,50275.62025795198,272560008724480.0,6742729732128768.0,10593784155434.002,50295651403951.164,5906661.7782309055,1419334.1665283204,23.961342362473378,124.85485800009297,40.9845572527206,1687.7623830040259,23.961342362473378,124.85485800009297,20371.577574967407,316.88120234928834,23.961342362473378,124.85485800009297
llama_3_70b,512x512,512,41943040,8388608,50275.62025795198,269850404454400.0,6742729732128768.0,10932567555536.05,50232563305572.71,4736586.928038005,12628815.688720703,22.98799181078349,125.01166575677905,40.48067681224248,1896.8515134149802,22.98799181078349,125.01166575677905,16313.177354954367,317.95104353349353,22.98799181078349,125.01166575677905
llama_3_70b,512x512,512,41943040,16777216,50275.62025795198,269850404454400.0,6742729732128768.0,10932567555536.05,50239573094281.43,4736586.928038005,6401892.356079102,22.98799181078349,124.99422322474489,40.48067681224248,1870.9302515092716,22.98799181078349,124.99422322474489,16313.177354954367,317.5969777834562,22.98799181078349,124.99422322474489
llama_3_70b,512x512,512,41943040,25165824,50275.62025795198,269850404454400.0,6742729732128768.0,10932567555536.05,50246582882990.16,4736586.928038005,4325910.0011255,22.98799181078349,124.97678555944817,40.48067681224248,1845.8534848202412,22.98799181078349,124.97678555944817,16313.177354954367,317.43422364483683,22.98799181078349,124.97678555944817
llama_3_70b,512x512,512,41943040,33554432,50275.62025795198,269850404454400.0,6742729732128768.0,10932567555536.05,50253592671698.87,4736586.928038005,3288430.689758301,22.98799181078349,124.95935275885242,40.48067681224248,1821.1565342091335,22.98799181078349,124.95935275885242,16313.177354954367,317.3551024525027,22.98799181078349,124.95935275885242
llama_3_70b,512x512,512,41943040,41943040,50275.62025795198,269850404454400.0,6742729732128768.0,10932567555536.05,50260602460407.586,4736586.928038005,2665567.223300543,22.98799181078349,124.94192482092215,40.48067681224248,1797.365149330378,22.98799181078349,124.94192482092215,16313.177354954367,317.2760206926092,22.98799181078349,124.94192482092215
llama_3_70b,512x512,512,41943040,50331648,50275.62025795198,269850404454400.0,6742729732128768.0,10932567555536.05,50267612249116.305,4736586.928038005,2250268.2145930985,22.98799181078349,124.92450174362311,40.48067681224248,1774.2320668294449,22.98799181078349,124.92450174362311,16313.177354954367,317.1969783356853,22.98799181078349,124.92450174362311
llama_3_70b,512x512,512,41943040,58720256,50275.62025795198,269850404454400.0,6742729732128768.0,10932567555536.05,50274622037825.016,4736586.928038005,1953238.8052343093,22.98799181078349,124.90708352492213,40.48067681224248,1752.0341882265268,22.98799181078349,124.90708352492213,16313.177354954367,317.1179753522891,22.98799181078349,124.90708352492213
llama_3_70b,512x512,512,41943040,67108864,50275.62025795198,269850404454400.0,6742729732128768.0,10932567555536.05,50281631826533.734,4736586.928038005,1731699.8565979004,22.98799181078349,124.88967016278718,40.48067681224248,1729.152720989617,22.98799181078349,124.88967016278718,16313.177354954367,317.03901171300816,22.98799181078349,124.88967016278718
llama_3_70b,512x512,512,41943040,75497472,50275.62025795198,269850404454400.0,6742729732128768.0,10932567555536.05,50288641615242.445,4736586.928038005,1558387.198676691,22.98799181078349,124.8722616551874,40.48067681224248,1707.9615081918707,22.98799181078349,124.8722616551874,16313.177354954367,316.9600873884592,22.98799181078349,124.8722616551874
llama_3_70b,512x512,512,41943040,83886080,50275.62025795198,269850404454400.0,6742729732128768.0,10932567555536.05,50295651403951.164,4736586.928038005,1419334.1665283204,22.98799181078349,124.85485800009297,40.48067681224248,1687.7623830040259,22.98799181078349,124.85485800009297,16313.177354954367,316.88120234928834,22.98799181078349,124.85485800009297
llama_3_70b,512x512,512,50331648,8388608,50275.62025795198,267140800184320.0,6742729732128768.0,13217745138526.123,50232563305572.71,4782018.895745559,12628815.688720703,18.82274587723231,125.01166575677905,33.07789714175997,1896.8515134149802,18.82274587723231,125.01166575677905,13607.57720827901,317.95104353349353,18.82274587723231,125.01166575677905
llama_3_70b,512x512,512,50331648,16777216,50275.62025795198,267140800184320.0,6742729732128768.0,13217745138526.123,50239573094281.43,4782018.895745559,6401892.356079102,18.82274587723231,124.99422322474489,33.07789714175997,1870.9302515092716,18.82274587723231,124.99422322474489,13607.57720827901,317.5969777834562,18.82274587723231,124.99422322474489
llama_3_70b,512x512,512,50331648,25165824,50275.62025795198,267140800184320.0,6742729732128768.0,13217745138526.123,50246582882990.16,4782018.895745559,4325910.0011255,18.82274587723231,124.97678555944817,33.07789714175997,1845.8534848202412,18.82274587723231,124.97678555944817,13607.57720827901,317.43422364483683,18.82274587723231,124.97678555944817
llama_3_70b,512x512,512,50331648,33554432,50275.62025795198,267140800184320.0,6742729732128768.0,13217745138526.123,50253592671698.87,4782018.895745559,3288430.689758301,18.82274587723231,124.95935275885242,33.07789714175997,1821.1565342091335,18.82274587723231,124.95935275885242,13607.57720827901,317.3551024525027,18.82274587723231,124.95935275885242
llama_3_70b,512x512,512,50331648,41943040,50275.62025795198,267140800184320.0,6742729732128768.0,13217745138526.123,50260602460407.586,4782018.895745559,2665567.223300543,18.82274587723231,124.94192482092215,33.07789714175997,1797.365149330378,18.82274587723231,124.94192482092215,13607.57720827901,317.2760206926092,18.82274587723231,124.94192482092215
llama_3_70b,512x512,512,50331648,50331648,50275.62025795198,267140800184320.0,6742729732128768.0,13217745138526.123,50267612249116.305,4782018.895745559,2250268.2145930985,18.82274587723231,124.92450174362311,33.07789714175997,1774.2320668294449,18.82274587723231,124.92450174362311,13607.57720827901,317.1969783356853,18.82274587723231,124.92450174362311
llama_3_70b,512x512,512,50331648,58720256,50275.62025795198,267140800184320.0,6742729732128768.0,13217745138526.123,50274622037825.016,4782018.895745559,1953238.8052343093,18.82274587723231,124.90708352492213,33.07789714175997,1752.0341882265268,18.82274587723231,124.90708352492213,13607.57720827901,317.1179753522891,18.82274587723231,124.90708352492213
llama_3_70b,512x512,512,50331648,67108864,50275.62025795198,267140800184320.0,6742729732128768.0,13217745138526.123,50281631826533.734,4782018.895745559,1731699.8565979004,18.82274587723231,124.88967016278718,33.07789714175997,1729.152720989617,18.82274587723231,124.88967016278718,13607.57720827901,317.03901171300816,18.82274587723231,124.88967016278718
llama_3_70b,512x512,512,50331648,75497472,50275.62025795198,267140800184320.0,6742729732128768.0,13217745138526.123,50288641615242.445,4782018.895745559,1558387.198676691,18.82274587723231,124.8722616551874,33.07789714175997,1707.9615081918707,18.82274587723231,124.8722616551874,13607.57720827901,316.9600873884592,18.82274587723231,124.8722616551874
llama_3_70b,512x512,512,50331648,83886080,50275.62025795198,267140800184320.0,6742729732128768.0,13217745138526.123,50295651403951.164,4782018.895745559,1419334.1665283204,18.82274587723231,124.85485800009297,33.07789714175997,1687.7623830040259,18.82274587723231,124.85485800009297,13607.57720827901,316.88120234928834,18.82274587723231,124.85485800009297
llama_3_70b,512x512,512,58720256,8388608,50275.62025795198,264431195914240.0,6742729732128768.0,13431281861295.908,50232563305572.71,3979801.7986261672,12628815.688720703,18.335609715492836,125.01166575677905,33.72200692974905,1896.8515134149802,18.335609715492836,125.01166575677905,11697.741810625816,317.95104353349353,18.335609715492836,125.01166575677905
llama_3_70b,512x512,512,58720256,16777216,50275.62025795198,264431195914240.0,6742729732128768.0,13431281861295.908,50239573094281.43,3979801.7986261672,6401892.356079102,18.335609715492836,124.99422322474489,33.72200692974905,1870.9302515092716,18.335609715492836,124.99422322474489,11697.741810625816,317.5969777834562,18.335609715492836,124.99422322474489
llama_3_70b,512x512,512,58720256,25165824,50275.62025795198,264431195914240.0,6742729732128768.0,13431281861295.908,50246582882990.16,3979801.7986261672,4325910.0011255,18.335609715492836,124.97678555944817,33.72200692974905,1845.8534848202412,18.335609715492836,124.97678555944817,11697.741810625816,317.43422364483683,18.335609715492836,124.97678555944817
llama_3_70b,512x512,512,58720256,33554432,50275.62025795198,264431195914240.0,6742729732128768.0,13431281861295.908,50253592671698.87,3979801.7986261672,3288430.689758301,18.335609715492836,124.95935275885242,33.72200692974905,1821.1565342091335,18.335609715492836,124.95935275885242,11697.741810625816,317.3551024525027,18.335609715492836,124.95935275885242
llama_3_70b,512x512,512,58720256,41943040,50275.62025795198,264431195914240.0,6742729732128768.0,13431281861295.908,50260602460407.586,3979801.7986261672,2665567.223300543,18.335609715492836,124.94192482092215,33.72200692974905,1797.365149330378,18.335609715492836,124.94192482092215,11697.741810625816,317.2760206926092,18.335609715492836,124.94192482092215
llama_3_70b,512x512,512,58720256,50331648,50275.62025795198,264431195914240.0,6742729732128768.0,13431281861295.908,50267612249116.305,3979801.7986261672,2250268.2145930985,18.335609715492836,124.92450174362311,33.72200692974905,1774.2320668294449,18.335609715492836,124.92450174362311,11697.741810625816,317.1969783356853,18.335609715492836,124.92450174362311
llama_3_70b,512x512,512,58720256,58720256,50275.62025795198,264431195914240.0,6742729732128768.0,13431281861295.908,50274622037825.016,3979801.7986261672,1953238.8052343093,18.335609715492836,124.90708352492213,33.72200692974905,1752.0341882265268,18.335609715492836,124.90708352492213,11697.741810625816,317.1179753522891,18.335609715492836,124.90708352492213
llama_3_70b,512x512,512,58720256,67108864,50275.62025795198,264431195914240.0,6742729732128768.0,13431281861295.908,50281631826533.734,3979801.7986261672,1731699.8565979004,18.335609715492836,124.88967016278718,33.72200692974905,1729.152720989617,18.335609715492836,124.88967016278718,11697.741810625816,317.03901171300816,18.335609715492836,124.88967016278718
llama_3_70b,512x512,512,58720256,75497472,50275.62025795198,264431195914240.0,6742729732128768.0,13431281861295.908,50288641615242.445,3979801.7986261672,1558387.198676691,18.335609715492836,124.8722616551874,33.72200692974905,1707.9615081918707,18.335609715492836,124.8722616551874,11697.741810625816,316.9600873884592,18.335609715492836,124.8722616551874
llama_3_70b,512x512,512,58720256,83886080,50275.62025795198,264431195914240.0,6742729732128768.0,13431281861295.908,50295651403951.164,3979801.7986261672,1419334.1665283204,18.335609715492836,124.85485800009297,33.72200692974905,1687.7623830040259,18.335609715492836,124.85485800009297,11697.741810625816,316.88120234928834,18.335609715492836,124.85485800009297
llama_3_70b,512x512,512,67108864,8388608,50275.62025795198,261721591644160.0,6742729732128768.0,17931826076084.004,50232563305572.71,4598334.182352544,12628815.688720703,13.592995243668465,125.01166575677905,25.276052201689428,1896.8515134149802,13.592995243668465,125.01166575677905,10185.788787483703,317.95104353349353,13.592995243668465,125.01166575677905
llama_3_70b,512x512,512,67108864,16777216,50275.62025795198,261721591644160.0,6742729732128768.0,17931826076084.004,50239573094281.43,4598334.182352544,6401892.356079102,13.592995243668465,124.99422322474489,25.276052201689428,1870.9302515092716,13.592995243668465,124.99422322474489,10185.788787483703,317.5969777834562,13.592995243668465,124.99422322474489
llama_3_70b,512x512,512,67108864,25165824,50275.62025795198,261721591644160.0,6742729732128768.0,17931826076084.004,50246582882990.16,4598334.182352544,4325910.0011255,13.592995243668465,124.97678555944817,25.276052201689428,1845.8534848202412,13.592995243668465,124.97678555944817,10185.788787483703,317.43422364483683,13.592995243668465,124.97678555944817
llama_3_70b,512x512,512,67108864,33554432,50275.62025795198,261721591644160.0,6742729732128768.0,17931826076084.004,50253592671698.87,4598334.182352544,3288430.689758301,13.592995243668465,124.95935275885242,25.276052201689428,1821.1565342091335,13.592995243668465,124.95935275885242,10185.788787483703,317.3551024525027,13.592995243668465,124.95935275885242
llama_3_70b,512x512,512,67108864,41943040,50275.62025795198,261721591644160.0,6742729732128768.0,17931826076084.004,50260602460407.586,4598334.182352544,2665567.223300543,13.592995243668465,124.94192482092215,25.276052201689428,1797.365149330378,13.592995243668465,124.94192482092215,10185.788787483703,317.2760206926092,13.592995243668465,124.94192482092215
llama_3_70b,512x512,512,67108864,50331648,50275.62025795198,261721591644160.0,6742729732128768.0,17931826076084.004,50267612249116.305,4598334.182352544,2250268.2145930985,13.592995243668465,124.92450174362311,25.276052201689428,1774.2320668294449,13.592995243668465,124.92450174362311,10185.788787483703,317.1969783356853,13.592995243668465,124.92450174362311
llama_3_70b,512x512,512,67108864,58720256,50275.62025795198,261721591644160.0,6742729732128768.0,17931826076084.004,50274622037825.016,4598334.182352544,1953238.8052343093,13.592995243668465,124.90708352492213,25.276052201689428,1752.0341882265268,13.592995243668465,124.90708352492213,10185.788787483703,317.1179753522891,13.592995243668465,124.90708352492213
llama_3_70b,512x512,512,67108864,67108864,50275.62025795198,261721591644160.0,6742729732128768.0,17931826076084.004,50281631826533.734,4598334.182352544,1731699.8565979004,13.592995243668465,124.88967016278718,25.276052201689428,1729.152720989617,13.592995243668465,124.88967016278718,10185.788787483703,317.03901171300816,13.592995243668465,124.88967016278718
llama_3_70b,512x512,512,67108864,75497472,50275.62025795198,261721591644160.0,6742729732128768.0,17931826076084.004,50288641615242.445,4598334.182352544,1558387.198676691,13.592995243668465,124.8722616551874,25.276052201689428,1707.9615081918707,13.592995243668465,124.8722616551874,10185.788787483703,316.9600873884592,13.592995243668465,124.8722616551874
llama_3_70b,512x512,512,67108864,83886080,50275.62025795198,261721591644160.0,6742729732128768.0,17931826076084.004,50295651403951.164,4598334.182352544,1419334.1665283204,13.592995243668465,124.85485800009297,25.276052201689428,1687.7623830040259,13.592995243668465,124.85485800009297,10185.788787483703,316.88120234928834,13.592995243668465,124.85485800009297
llama_3_70b,512x512,512,75497472,8388608,50275.62025795198,259011987374080.0,6742729732128768.0,17931827522888.215,50232563305572.71,3812735.0326628517,12628815.688720703,13.4522658457205,125.01166575677905,26.816428586888918,1896.8515134149802,13.4522658457205,125.01166575677905,9071.718138852671,317.95104353349353,13.4522658457205,125.01166575677905
llama_3_70b,512x512,512,75497472,16777216,50275.62025795198,259011987374080.0,6742729732128768.0,17931827522888.215,50239573094281.43,3812735.0326628517,6401892.356079102,13.4522658457205,124.99422322474489,26.816428586888918,1870.9302515092716,13.4522658457205,124.99422322474489,9071.718138852671,317.5969777834562,13.4522658457205,124.99422322474489
llama_3_70b,512x512,512,75497472,25165824,50275.62025795198,259011987374080.0,6742729732128768.0,17931827522888.215,50246582882990.16,3812735.0326628517,4325910.0011255,13.4522658457205,124.97678555944817,26.816428586888918,1845.8534848202412,13.4522658457205,124.97678555944817,9071.718138852671,317.43422364483683,13.4522658457205,124.97678555944817
llama_3_70b,512x512,512,75497472,33554432,50275.62025795198,259011987374080.0,6742729732128768.0,17931827522888.215,50253592671698.87,3812735.0326628517,3288430.689758301,13.4522658457205,124.95935275885242,26.816428586888918,1821.1565342091335,13.4522658457205,124.95935275885242,9071.718138852671,317.3551024525027,13.4522658457205,124.95935275885242
